sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
ALV1994-005-001,GL,50.31,1.73,14.96,,,10.14,,7.15,11.46,2.82,0.24,0.21,11.4,-103.79,-2504,SPREADING_CENTER;EAST PACIFIC RISE,ALV1994-005,ALVIN 1994,submersible,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-007-001,GL,50.8,2.44,14.15,,,11.71,,5.6,10.3,3.47,0.5,0.26,11.36,-103.77,-2526,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-007,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-007-002,GL,50.34,2.42,14.05,,,11.99,,5.75,10.3,3.53,0.55,0.28,11.36,-103.77,-2526,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-007,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-007-004,GL,50.66,2.44,14.09,,,12,,5.6,10.15,3.59,0.52,0.25,11.36,-103.77,-2526,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-007,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-007-006,GL,50.76,2.42,14.22,,,11.7,,5.67,10.34,3.52,0.53,0.24,11.36,-103.77,-2526,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-007,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-007-008,GL,50.6,2.46,14.11,,,11.85,,5.67,10.05,3.54,0.54,0.31,11.36,-103.77,-2526,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-007,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPHNX-2-GC060,GL,50.53,2.45,14.33,,,11.94,0.22,6.02,10.15,3.56,0.46,0.27,11.35,-103.77,-2544,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC060,PHOENIX,rockcore,"basalt; basalt; , ",fresh,"Niu,1999(853)",EMP(1566)
AII0118-32-018-001,GL,50.33,1.71,14.97,,,10.3,,7.27,11.76,2.86,0.16,0.19,11.35,-103.84,-2526 to -2536,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-018,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-018-002,GL,50.17,1.74,14.87,,,10.13,,7.29,11.7,2.77,0.16,0.17,11.35,-103.84,-2526 to -2536,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-018,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-018-003,GL,50.51,1.68,14.74,,,10.23,,7.36,11.69,2.8,0.18,0.17,11.35,-103.84,-2526 to -2536,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-018,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-018-019,GL,50.73,1.74,14.98,,,10.18,,7.41,11.62,2.8,0.18,0.18,11.35,-103.84,-2526 to -2536,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-018,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPHNX-2-GC022,GL,49.71,2.08,15.8,,,10.18,0.17,6.92,10.82,3.32,0.55,0.28,11.34,-103.79,-2605,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-GC022,PHOENIX,rockcore,"basalt; basalt; , ",fresh,"Niu,1999(853)",EMP(1566)
NHOCHEP-038-002,GL,49.74,2.33,14.19,,,11.66,0.19,6.59,10.98,3.26,0.34,0.28,11.321,-103.775,-2548,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-038,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-038-003,GL,50.16,2.28,14.19,,,11.45,0.21,6.73,11.14,3.18,0.27,0.21,11.321,-103.775,-2548,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-038,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-038-004,GL,50.18,2.22,14.24,,,11.28,0.23,6.69,10.84,3.33,0.3,0.2,11.321,-103.775,-2548,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-038,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-038-005,GL,51,2.58,14.37,,,12.32,0.26,6.09,9.99,3.08,0.84,0.32,11.321,-103.775,-2548,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-038,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
AII0118-32-008-001,GL,51.54,1.93,14.52,,,10.47,,6.71,11.43,2.94,0.2,0.19,11.32,-103.77,-2531,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-008,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-008-004,GL,50.81,1.84,14.6,,,10.52,,6.76,11.4,2.97,0.21,0.17,11.32,-103.77,-2531,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-008,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-008-014,GL,50.78,1.86,14.55,,,10.7,,6.9,11.5,2.85,0.24,0.2,11.32,-103.77,-2531,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-008,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-008-019,GL,50.76,1.95,14.66,,,10.62,,6.79,11.57,2.94,0.22,0.21,11.32,-103.77,-2531,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-008,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-008-031,GL,50.67,1.83,14.56,,,10.72,,6.83,11.43,2.88,0.23,0.21,11.32,-103.77,-2531,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-008,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
MELPROT-9-060-001,GL,50.41,1.86,14.81,,,10.4,,6.99,11.58,2.96,0.21,0.18,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-002,GL,50.38,1.92,14.55,,,10.55,,6.94,11.33,2.95,0.2,0.21,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-003,GL,50.13,1.91,14.64,,,10.62,,6.92,11.58,2.97,0.21,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-004,GL,50.14,1.88,15.03,,,10.4,,7.06,11.92,2.86,0.2,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-005,GL,50.11,1.9,14.62,,,10.48,,7.06,11.56,2.92,0.2,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-006,GL,50.3,1.88,14.91,,,10.55,,6.87,11.45,2.94,0.19,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-007,GL,50.59,1.97,14.44,,,10.46,,6.82,11.55,2.94,0.2,0.19,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-008,GL,50.21,1.9,14.62,,,10.54,,6.85,11.53,2.99,0.2,0.23,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Melson,(1086)",EMP(3262)
MELPROT-9-060-001,GL,50.41,1.86,14.81,,,10.4,,6.99,11.58,2.96,0.21,0.18,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-002,GL,50.38,1.92,14.55,,,10.55,,6.94,11.33,2.95,0.2,0.21,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-003,GL,50.13,1.91,14.64,,,10.62,,6.92,11.58,2.97,0.21,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-004,GL,50.14,1.88,15.03,,,10.4,,7.06,11.92,2.86,0.2,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-005,GL,50.11,1.9,14.62,,,10.48,,7.06,11.56,2.92,0.2,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-006,GL,50.3,1.88,14.91,,,10.55,,6.87,11.45,2.94,0.19,0.2,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-007,GL,50.59,1.97,14.44,,,10.46,,6.87,11.55,2.94,0.2,0.19,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
MELPROT-9-060-008,GL,50.21,1.9,14.62,,,10.54,,6.85,1.53,2.99,0.2,0.23,11.295,-103.765,-2554,SPREADING_CENTER;EAST PACIFIC RISE,MELPROT-9-060,PROTEA,dredge,"basalt; basalt; , ",fresh,"Thompson,1989(110)",EMP(648)
AII0118-32-013-001,GL,50.12,1.77,16.17,,,9.44,,7.07,11.48,3,0.52,0.26,11.29,-103.75,-2836 to -2852,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-013,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-013-019-VG9361,GL,49.81,1.79,16.23,,,9.41,,7.31,11.46,2.99,0.48,0.23,11.29,-103.75,-2836 to -2852,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-013,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-013-040-VG9362,GL,49.76,1.75,16.29,,,9.3,,7.32,11.5,3.02,0.49,0.24,11.29,-103.75,-2836 to -2852,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-013,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-013-003,GL,49.53,1.77,16.14,,,9.54,,7.21,11.51,2.99,0.51,0.24,11.29,-103.75,-2836 to -2852,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-013,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-013-019-VG9535,GL,49.65,1.81,15.98,,,9.25,,7.23,11.38,2.99,0.53,0.23,11.29,-103.75,-2836 to -2852,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-013,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
AII0118-32-013-020,GL,50.04,1.81,16.05,,,9.23,,7.27,11.44,2.93,0.53,0.24,11.29,-103.75,-2836 to -2852,SPREADING_CENTER;EAST PACIFIC RISE,AII0118-32-013,AII118,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
