ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Pb206_Pb204,stdev_Pb206,Pb207_Pb204,stdev_Pb207,Pb208_Pb204,stdev_Pb208
76785,"SMITH,1999(949)",MS(2037),DSDP064-0474A-042-004/63-66,22.9593,-108.978,1.00E-04,-3022,-3022,OLD_OCEANIC_CRUST,,WR,18.5,,15.509,,37.937
76787,"SMITH,1999(949)",MS(2037),DSDP064-0474A-043-001/119-121,22.9593,-108.978,1.00E-04,-3022,-3022,OLD_OCEANIC_CRUST,,WR,18.495,,15.481,,37.868
76794,"SMITH,1999(949)",MS(2037),DSDP064-0474A-048-001/101-103,22.9593,-108.978,1.00E-04,-3022,-3022,OLD_OCEANIC_CRUST,,WR,18.578,,15.525,,38.035
76796,"SMITH,1999(949)",MS(2037),DSDP064-0474A-049-003/137-140,22.9593,-108.978,1.00E-04,-3022,-3022,OLD_OCEANIC_CRUST,,WR,18.616,,15.55,,38.106
76798,"SMITH,1999(949)",MS(2037),DSDP064-0474A-050-004/4-7,22.9593,-108.978,1.00E-04,-3022,-3022,OLD_OCEANIC_CRUST,,WR,18.606,,15.539,,38.091
76800,"SMITH,1999(949)",MS(2037),DSDP064-0481A-015-003/27-29,27.253,-111.5077,1.00E-04,-1998,-1998,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.777,,15.585,,38.505
76802,"SMITH,1999(949)",MS(2037),DSDP064-0478-042-001/71-75,27.0968,-111.5075,1.00E-04,-1889,-1889,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),WR,18.463,,15.518,,38.081
76804,"SMITH,1999(949)",MS(2037),DSDP064-0478-044-001/110-112,27.0968,-111.5075,1.00E-04,-1889,-1889,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),WR,18.615,,15.55,,38.14
76806,"SMITH,1999(949)",MS(2037),DSDP064-0478-051-003/49-52,27.0968,-111.5075,1.00E-04,-1889,-1889,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),WR,18.567,,15.543,,38.156
76808,"SMITH,1999(949)",MS(2037),DSDP064-0477-011-002/61-63,27.0308,-111.4003,1.00E-04,-2003,-2003,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),WR,18.696,,15.574,,38.25
76811,"SMITH,1999(949)",MS(2037),DSDP064-0477-09-001/57-59,27.0308,-111.4003,1.00E-04,-2003,-2003,OFF-AXIS_SPREADING_CENTER,EAST PACIFIC RISE (OFF-AXIS),WR,18.688,,15.568,,38.151
76814,"SMITH,1999(949)",MS(2037),DSDP064-0477A-02-002/64-68,27.03,-111.3988,1.00E-04,-2003,-2003,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.552,,15.5,,37.907
76816,"SMITH,1999(949)",MS(2037),DSDP064-0477A-03-001/86-88,27.03,-111.3988,1.00E-04,-2003,-2003,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.665,,15.566,,38.194
78494,"RODEN,1984(920)",MS(2089),AII0020-SE06,0.93,-29.37,0.01,,,FRACTURE_ZONE,ST.PAULS FRACTURE ZONE,WR,18.632,,15.611,,38.674
78495,"RODEN,1984(920)",MS(2089),AII0020-SE31,0.93,-29.37,0.01,,,FRACTURE_ZONE,ST.PAULS FRACTURE ZONE,WR,19.149,,15.635,,39.072
78496,"RODEN,1984(920)",MS(2089),OWE1960-PH-I,0.93,-29.37,0.01,,,FRACTURE_ZONE,ST.PAULS FRACTURE ZONE,WR,19.299,,15.611,,39.074
78497,"RODEN,1984(920)",MS(2089),AII0020-031-219,0.93,-29.36,0.01,,,FRACTURE_ZONE,ST.PAULS FRACTURE ZONE,WR,19.786,,15.65,,39.634
78498,"RODEN,1984(920)",MS(2089),CHN0035-2-007-320,0.92,-29.38,0.01,,,FRACTURE_ZONE,ST.PAULS FRACTURE ZONE,WR,19.798,,15.652,,39.653
78499,"RODEN,1984(920)",MS(2089),AII0020-043-049,1,-29.33,0.01,,,FRACTURE_ZONE,ST.PAULS FRACTURE ZONE,WR,19.773,,15.638,,39.36
78684,"LOOCK,1992(640)",MS(2117),SON0048-G003,-15.392,-174.6748,1.00E-04,-2013,-2089,BACK-ARC_BASIN,LAU BASIN,GL,18.591,,15.586,,38.665
78686,"LOOCK,1992(640)",MS(2117),SON0048-030-001,-18.7178,-175.723,1.00E-04,-2475,-2880,BACK-ARC_BASIN,LAU BASIN,GL,18.098,,15.49,,37.863
78688,"LOOCK,1992(640)",MS(2117),SON0048-G042,-18.5755,-176.4122,1.00E-04,-2245,-2260,BACK-ARC_BASIN,LAU BASIN,GL,18.151,,15.475,,37.966
78689,"LOOCK,1992(640)",MS(2116),SON0048-G042,-18.5755,-176.4122,1.00E-04,-2245,-2260,BACK-ARC_BASIN,LAU BASIN,GL,18.141,,15.475,,37.918
78692,"LOOCK,1992(640)",MS(2117),SON0048-G007,-18.5745,-176.4192,1.00E-04,-2285,-2371,BACK-ARC_BASIN,LAU BASIN,GL,18.173,,15.504,,38.045
78694,"LOOCK,1992(640)",MS(2116),SON0048-G007,-18.5745,-176.4192,1.00E-04,-2285,-2371,BACK-ARC_BASIN,LAU BASIN,GL,18.145,,15.508,,37.968
78696,"LOOCK,1992(640)",MS(2116),SON0048-G010-001,-18.604,-176.4145,1.00E-04,-2366,-2421,BACK-ARC_BASIN,LAU BASIN,GL,18.127,,15.575,,37.974
78698,"LOOCK,1992(640)",MS(2117),SON0048-G018-002,-18.5952,-176.4395,1.00E-04,-2238,-2281,BACK-ARC_BASIN,LAU BASIN,GL,18.099,,15.476,,37.928
78703,"LOOCK,1992(640)",MS(2116),SON0048-G046,-18.7345,-176.5108,1.00E-04,-2256,-2303,BACK-ARC_BASIN,LAU BASIN,GL,18.08,,15.543,,37.907
78705,"LOOCK,1992(640)",MS(2116),SON0048-G046,-18.7345,-176.5108,1.00E-04,-2256,-2303,BACK-ARC_BASIN,LAU BASIN,GL,18.113,,15.539,,37.898
78707,"LOOCK,1992(640)",MS(2116),SON0048-G051,-18.7733,-176.5295,1.00E-04,-2276,-2283,BACK-ARC_BASIN,LAU BASIN,GL,18.153,,15.483,,37.954
78709,"LOOCK,1992(640)",MS(2116),SON0048-G051,-18.7733,-176.5295,1.00E-04,-2276,-2283,BACK-ARC_BASIN,LAU BASIN,GL,18.147,,15.48,,37.947
78712,"LOOCK,1992(640)",MS(2116),SON0048-G053-001,-21.4607,-176.3738,1.00E-04,-1746,-1947,BACK-ARC_BASIN,LAU BASIN,GL,18.564,,15.556,,38.241
78714,"LOOCK,1992(640)",MS(2116),SON0048-080,-21.862,-176.4957,1.00E-04,-1843,-1980,BACK-ARC_BASIN,LAU BASIN,GL,18.293,,15.572,,38.104
78716,"LOOCK,1992(640)",MS(2117),SON0048-079-001,-21.936,-176.536,1.00E-04,-1780,-1880,BACK-ARC_BASIN,LAU BASIN,GL,18.659,,15.558,,38.363
78719,"LOOCK,1992(640)",MS(2116),SON0048-G058-001,-21.98,-176.5527,1.00E-04,-1825,-1857,BACK-ARC_BASIN,LAU BASIN,GL,18.626,,15.538,,38.286
78721,"LOOCK,1992(640)",MS(2116),SON0048-G058-001,-21.98,-176.5527,1.00E-04,-1825,-1857,BACK-ARC_BASIN,LAU BASIN,GL,18.612,,15.54,,38.276
78723,"LOOCK,1992(640)",MS(2116),SON0048-105,-22.241,-176.6108,1.00E-04,-1578,-1744,BACK-ARC_BASIN,LAU BASIN,GL,18.645,,15.541,,38.297
78725,"LOOCK,1992(640)",MS(2116),SON0048-G133,-22.1777,-176.6173,1.00E-04,-1601,-1639,BACK-ARC_BASIN,LAU BASIN,GL,18.569,,15.554,,38.266
78727,"LOOCK,1992(640)",MS(2116),SON0048-142-001,-22.5547,-176.7238,1.00E-04,-1820,-2000,BACK-ARC_BASIN,LAU BASIN,GL,18.586,,15.56,,38.285
78729,"LOOCK,1992(640)",MS(2117),SON0048-G054-001,-21.4557,-176.3682,1.00E-04,-1749,-2181,BACK-ARC_BASIN,LAU BASIN,GL,18.634,,15.561,,38.33
78733,"LOOCK,1992(640)",MS(2117),SON0048-114,-22.1882,-176.5445,1.00E-04,-1500,-1500,BACK-ARC_BASIN,LAU BASIN,GL,18.681,,15.543,,38.313
78737,"LOOCK,1992(640)",MS(2117),SON0048-127,-22.66,-176.7275,1.00E-04,-1806,-1870,BACK-ARC_BASIN,LAU BASIN,GL,18.768,,15.553,,38.363,
82011,"VIDAL,1981(740)",MS(2176),CYA1978-002-002,20.88,-109.03,0.01,-2590,-2590,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.411,9.00E-03,15.482,0.008,37.84,0.025
82013,"VIDAL,1981(740)",MS(2176),CYA1978-003-005,20.92,-109.03,0.01,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.47,6.00E-03,15.53,0.007,38.01,0.032
82014,"VIDAL,1981(740)",MS(2180),CYA1978-003-005,20.92,-109.03,0.01,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.467,0.015,15.535,0.017,37.98,6.00E-03
82015,"VIDAL,1981(740)",MS(2176),CYA1978-004-007A,20.92,-109.03,0.01,-2625,-2625,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.341,3.00E-03,15.482,0.004,37.793,8.00E-03
82017,"VIDAL,1981(740)",MS(2176),CYA1978-004-007A,20.92,-109.03,0.01,-2625,-2625,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.338,7.00E-03,15.476,0.006,37.783,0.018
82018,"VIDAL,1981(740)",MS(2176),CYA1978-006-009,20.9,-109.05,0.01,-2655,-2655,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.44,8.00E-03,15.499,0.008,37.954,0.021
82020,"VIDAL,1981(740)",MS(2176),CYA1978-006-010,20.92,-109.07,0.01,-2655,-2655,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.426,5.00E-03,15.467,0.005,37.84,0.031
82021,"VIDAL,1981(740)",MS(2176),CYA1978-009-015A,20.9,-109.07,0.01,-2645,-2645,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.395,9.00E-03,15.474,0.008,37.824,0.025
82022,"VIDAL,1981(740)",MS(2176),CYA1978-010-017,20.9,-109.03,0.01,-2660,-2660,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.596,0.01,15.513,0.012,38.115,0.024
82023,"VIDAL,1981(740)",MS(2176),CYA1978-010-017,20.9,-109.03,0.01,-2660,-2660,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.586,4.00E-03,15.518,0.006,38.161,0.15
82024,"VIDAL,1981(740)",MS(2176),CYA1978-012-034,20.9,-109.05,0.01,-2645,-2645,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.43,6.00E-03,15.491,0.007,37.887,0.015
82025,"VIDAL,1981(740)",MS(2176),CYA1978-012-034,20.9,-109.05,0.01,-2645,-2645,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.415,5.00E-03,15.474,0.005,37.867,0.011
82026,"VIDAL,1981(740)",MS(2176),CYA1978-013-045,23.12,-108.48,0.01,-2750,-2750,FRACTURE_ZONE,TAMAYO FRACTURE ZONE,WR,18.59,4.00E-03,15.519,0.005,38.135,0.013
82027,"VIDAL,1981(740)",MS(2176),CYA1978-018-062,20.87,-109.07,0.01,-2600,-2600,SPREADING_CENTER,EAST PACIFIC RISE,WR,18.563,4.00E-03,15.54,0.008,38.09,0.017
82033,"VIDAL,1981(740)",MS(2180),CYA1978-012-038A8,20.9,-109.07,0.01,-2645,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,,
82034,"VIDAL,1981(740)",MS(2176),CYA1978-012-038A8,20.9,-109.07,0.01,-2645,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82035,"VIDAL,1981(740)",MS(2176),CYA1978-008-014A2,20.9,-109.1,0.1,,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82037,"VIDAL,1981(740)",MS(2180),CYA1978-008-014A3,20.9,-109.1,0.1,,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82038,"VIDAL,1981(740)",MS(2176),CYA1978-008-014A3,20.9,-109.1,0.1,,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82039,"VIDAL,1981(740)",MS(2176),CYA1978-008-014A3,20.9,-109.1,0.1,,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82041,"VIDAL,1981(740)",MS(2176),CYA1978-012-040C2,20.9,-109.05,0.01,-2645,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82043,"VIDAL,1981(740)",MS(2176),ALV0909-R001A,20.865,-109.073,1.00E-03,-2645,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82044,"VIDAL,1981(740)",MS(2176),ALV0920-R007,20.95,-109.3,0.01,-2800,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82045,"VIDAL,1981(740)",MS(2176),ALV0978-R013-001,20.83,-109.1,0.01,-2622,,SPREADING_CENTER,EAST PACIFIC RISE,MIN(SLFI),,,,,
82637,"ROGERS,1993(418)",MS(2195),HANISH-H24,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,18.675,,15.505,,38.46
82638,"ROGERS,1993(418)",MS(2195),HANISH-H30,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,18.788,,15.512,,38.582
82639,"ROGERS,1993(418)",MS(2195),HANISH-H42,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,19.002,,15.539,,38.762
82640,"ROGERS,1993(418)",MS(2195),HANISH-G27,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,19.05,,15.552,,38.887
82641,"ROGERS,1993(418)",MS(2195),ZUBAIR-Z2,15.15,42,1,,,SPREADING_CENTER,RED SEA ,WR,19.041,,15.547,,38.855
82642,"ROGERS,1993(418)",MS(2195),ZUBAIR-Z13,15.15,42,1,,,SPREADING_CENTER,RED SEA ,WR,19.022,,15.567,,38.841
82644,"ROGERS,1993(418)",MS(2195),JEBELT-JZ11,15.5,41.8,1,,,SPREADING_CENTER,RED SEA ,WR,19.077,,15.694,,39.124
85233,"FORSYTHE,1995(376)",MS(2243),ODP0141-0862C-001W-001,-46.5085,-75.8261,1.00E-05,-1228.6,-1228.6,OLD_OCEANIC_CRUST,,GL,18.568,,15.609,,38.542
85236,"FORSYTHE,1995(376)",MS(2243),ODP0141-0862C-006R-001,-46.5085,-75.8261,1.00E-05,-1228.6,-1228.6,OLD_OCEANIC_CRUST,,GL,18.555,,15.69,,38.513
85239,"FORSYTHE,1995(376)",MS(2243),ODP0141-0862C-003X-001,-46.5085,-75.8261,1.00E-05,-1228.6,-1228.6,OLD_OCEANIC_CRUST,,GL,18.314,,15.56,,38.171
85242,"FORSYTHE,1995(376)",MS(2243),ODP0141-0862B-003X-001,-46.50792,-75.82672,1.00E-05,-1268.6,-1268.6,OLD_OCEANIC_CRUST,,GL,18.59,,15.6,,38.586
85245,"FORSYTHE,1995(376)",MS(2243),ODP0141-0862B-004X-001,-46.50792,-75.82672,1.00E-05,-1268.6,-1268.6,OLD_OCEANIC_CRUST,,GL,18.549,,15.603,,38.503
85248,"FORSYTHE,1995(376)",MS(2243),ODP0141-0862C-005R-001,-46.5085,-75.8261,1.00E-05,-1228.6,-1228.6,OLD_OCEANIC_CRUST,,GL,18.642,,15.633,,38.695
85354,"SUBBARAO,1977(429)",MS(2251),ARGDODO-113,-23.267,74.983,1.00E-03,-4520,-4520,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,GL,17.55,,15.47,,37.42
85357,"SUBBARAO,1977(429)",MS(2251),ARGDODO-114,-24.117,72.433,1.00E-03,-4050,-4050,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,18.21,,15.57,,38.22
89446,"CASTILLO,1994(636)",MS(2402),ODP0129-0802A-058-002/110-115,12.0963,153.2104,1.00E-04,-5968.6,-5968.6,OLD_OCEANIC_CRUST,,GL,18.367,,15.507,,38.369
89449,"CASTILLO,1994(636)",MS(2402),ODP0129-0802A-058-002/142-149,12.0963,153.2104,1.00E-04,-5968.6,-5968.6,OLD_OCEANIC_CRUST,,GL,18.38,,15.511,,38.39
89451,"CASTILLO,1994(636)",MS(2402),ODP0129-0802A-058-003/0-1,12.0963,153.2104,1.00E-04,-5968.6,-5968.6,OLD_OCEANIC_CRUST,,GL,18.386,,15.51,,38.38
89454,"CASTILLO,1994(636)",MS(2402),ODP0129-0802A-058-004/65-70,12.0963,153.2104,1.00E-04,-5968.6,-5968.6,OLD_OCEANIC_CRUST,,GL,18.367,,15.5,,38.346
89459,"CASTILLO,1994(636)",MS(2402),ODP0129-0802A-059-002/123-127,12.0963,153.2104,1.00E-04,-5968.6,-5968.6,OLD_OCEANIC_CRUST,,GL,18.38,,15.491,,38.336
89466,"CASTILLO,1994(636)",MS(2402),ODP0129-0802A-062-003/12-18,12.0963,153.2104,1.00E-04,-5968.6,-5968.6,OLD_OCEANIC_CRUST,,WR,18.355,,15.493,,38.296
89468,"CASTILLO,1994(636)",MS(2402),DSDP061-0462A-051-004/28-30,7.2417,165.0317,1.00E-04,-5177,-5177,OLD_OCEANIC_CRUST,,GL,18.545,,15.516,,38.413
89470,"CASTILLO,1994(636)",MS(2402),DSDP061-0462A-056-001/9-10,7.2417,165.0317,1.00E-04,-5177,-5177,OLD_OCEANIC_CRUST,,GL,18.355,,15.526,,38.296
89767,"KAMENETSKY,1998(665)",MS(2418),AII0032-3-012-007,42.96,-29.18,0.01,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,19.654,0.011,15.622,0.009,39.295,0.021
91531,"VOLKER,1997(856)",MS(2479),SON0029-RS2,17,40.67,0.01,,,SEAMOUNT,RAMAD SMT,WR,19.608,,15.645,,39.51,
91533,"VOLKER,1997(856)",MS(2479),SON0029-RS4,17,40.67,0.01,,,SEAMOUNT,RAMAD SMT,WR,19.594,,15.633,,39.474,
91535,"VOLKER,1997(856)",MS(2479),SON0029-RS5,17,40.67,0.01,,,SEAMOUNT,RAMAD SMT,WR,19.603,,15.639,,39.492,
91537,"VOLKER,1997(856)",MS(2479),SON0029-RS8,17,40.67,0.01,,,SEAMOUNT,RAMAD SMT,WR,19.595,,15.634,,39.48,
91539,"VOLKER,1997(856)",MS(2479),ZUBAIR-Z4,15,42,1,,,SPREADING_CENTER,RED SEA ,WR,19.133,,15.568,,39.036,
91541,"VOLKER,1997(856)",MS(2479),ZUBAIR-Z4,15,42,1,,,SPREADING_CENTER,RED SEA ,WR,19.126,,15.563,,39.032,
91543,"VOLKER,1997(856)",MS(2479),ZUBAIR-Z48,15,42,1,,,SPREADING_CENTER,RED SEA ,WR,19.113,,15.573,,39.01,
91545,"VOLKER,1997(856)",MS(2479),HANISH-H18,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,18.856,,15.543,,38.74,
91546,"VOLKER,1997(856)",MS(2479),HANISH-H18,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,18.859,,15.54,,38.742,
91548,"VOLKER,1997(856)",MS(2479),HANISH-H18,13.7,43,1,,,SPREADING_CENTER,RED SEA ,WR,18.86,,15.536,,38.728,
92257,"WEIS,1996(462)",MS(2521),DSDP022-0213-018-002/115-117,-10.2118,93.8962,1.00E-04,-5601,-5601,OLD_OCEANIC_CRUST,,WR,18.17,,15.491,,38.01,
92261,"WEIS,1996(462)",MS(2521),DSDP022-0213-019-002/127-130,-10.2118,93.8962,1.00E-04,-5601,-5601,OLD_OCEANIC_CRUST,,WR,18.66,,15.66,,38.84,
92267,"WEIS,1996(462)",MS(2521),DSDP022-0215-018-002/106-110,-8.1217,86.7917,1.00E-04,-5309,-5309,OLD_OCEANIC_CRUST,,WR,18.15,,15.548,,38.42,
92271,"WEIS,1996(462)",MS(2521),DSDP022-0215-018-003/110-112,-8.1217,86.7917,1.00E-04,-5309,-5309,OLD_OCEANIC_CRUST,,WR,18.1,,15.533,,38.32,
92275,"WEIS,1996(462)",MS(2521),DSDP022-0211-012-001/23-25,-9.7755,102.6992,1.00E-04,-5518,-5518,OLD_OCEANIC_CRUST,,WR,18.48,,15.582,,38.77,
92279,"WEIS,1996(462)",MS(2521),DSDP022-0211-015-004/70-73,-9.7755,102.6992,1.00E-04,-5518,-5518,OLD_OCEANIC_CRUST,,WR,18.65,,15.557,,38.9
92283,"WEIS,1996(462)",MS(2521),DSDP022-0212-039-001/134-136,-19.189,99.2973,1.00E-04,-6233,-6233,OLD_OCEANIC_CRUST,,WR,18.8,,15.673,,38.77
92287,"WEIS,1996(462)",MS(2521),DSDP027-0260-020-001/16-18,-16.1445,110.2987,1.00E-04,-5702,-5702,OLD_OCEANIC_CRUST,,WR,22.85,,15.911,,38.07
92291,"WEIS,1996(462)",MS(2521),DSDP027-0260-018-002/140-142,-16.1445,110.2987,1.00E-04,-5702,-5702,OLD_OCEANIC_CRUST,,WR,18.05,,15.579,,37.96
92295,"WEIS,1996(462)",MS(2521),DSDP027-0260-018-002/140-142,-16.1445,110.2987,1.00E-04,-5702,-5702,OLD_OCEANIC_CRUST,,WR,18.03,,15.544,,37.92
92299,"WEIS,1996(462)",MS(2521),DSDP026-0257-016-003/31-33,-30.986,108.3498,1.00E-04,-5278,-5278,OLD_OCEANIC_CRUST,,WR,17.72,,15.386,,37.35
92303,"WEIS,1996(462)",MS(2521),DSDP026-0257-011-003/25-27,-30.986,108.3498,1.00E-04,-5278,-5278,OLD_OCEANIC_CRUST,,WR,18.06,,15.439,,37.47
92307,"WEIS,1996(462)",MS(2521),DSDP026-0257-011-001/122-124,-30.986,108.3498,1.00E-04,-5278,-5278,OLD_OCEANIC_CRUST,,WR,19.19,,15.627,,38.01
92311,"WEIS,1996(462)",MS(2521),DSDP026-0256-010-001/141-143,-23.4558,100.7743,1.00E-04,-5361,-5361,OLD_OCEANIC_CRUST,,WR,19.17,,15.621,,39.33
92315,"WEIS,1996(462)",MS(2521),DSDP026-0256-010-004/114-116,-23.4558,100.7743,1.00E-04,-5361,-5361,OLD_OCEANIC_CRUST,,WR,19.05,,15.58,,39.2
92319,"WEIS,1996(462)",MS(2521),DSDP027-0259-038-001/65-67,-29.6175,112.6963,1.00E-04,-4696,-4696,OLD_OCEANIC_CRUST,,WR,18.26,,15.61,,38.31
92323,"WEIS,1996(462)",MS(2521),DSDP027-0259-041-001/101-104,-29.6175,112.6963,1.00E-04,-4696,-4696,OLD_OCEANIC_CRUST,,WR,18.58,,15.648,,38.42
92327,"WEIS,1996(462)",MS(2521),DSDP027-0259-041-001/101-104,-29.6175,112.6963,1.00E-04,-4696,-4696,OLD_OCEANIC_CRUST,,WR,18.58,,15.635,,38.44
92331,"WEIS,1996(462)",MS(2521),DSDP027-0261-033-001/101-105,-12.9472,117.8927,1.00E-04,-5667,-5667,OLD_OCEANIC_CRUST,,WR,18.46,,15.537,,37.62
92335,"WEIS,1996(462)",MS(2521),DSDP027-0261-035-002/120-123,-12.9472,117.8927,1.00E-04,-5667,-5667,OLD_OCEANIC_CRUST,,WR,18.72,,15.634,,38.39
93208,"COUSENS,1988(727)",MS(2571),ENV1967-006,53.32,-135.67,0.01,,,SEAMOUNT,BOWIE SMT,WR,18.713,,15.457,,38.021
93213,"COUSENS,1988(727)",MS(2571),ENV1967-014,53.32,-135.7,0.01,,,SEAMOUNT,BOWIE SMT,WR,18.262,,15.423,,37.542,
93218,"COUSENS,1988(727)",MS(2571),ENV1968-001,53.33,-135.58,0.01,,,SEAMOUNT,BOWIE SMT,WR,19.178,,15.494,,38.448,
93223,"COUSENS,1988(727)",MS(2571),ENV1968-009,53.32,-135.7,0.01,,,SEAMOUNT,BOWIE SMT,WR,18.335,,15.431,,37.641,
93227,"COUSENS,1988(727)",MS(2571),ENV1967-007,53.28,-135.67,0.01,,,SEAMOUNT,"BOWIE SMT, PRATT-WELKER SMT CHAIN",WR,18.981,,15.484,,38.231,
93232,"COUSENS,1988(727)",MS(2571),ENV1968-005,53.37,-135.62,0.01,,,SEAMOUNT,"BOWIE SMT, PRATT-WELKER SMT CHAIN",WR,18.901,,15.478,,38.213,
93418,"ALLAN,1993(729)",MS(2583),ENV7326-002-TW1,51.408,-131.033,1.00E-03,-1682,-1883,SEAMOUNT,TUZO WILSON SMT,GL,18.919,8.00E-03,15.473,0.007,38.19,0.019
93419,"ALLAN,1993(729)",MS(2583),ENV7326-005-TW4,51.425,-131.025,1.00E-03,-2000,-2000,SEAMOUNT,TUZO WILSON SMT,GL,18.906,6.00E-03,15.47,0.006,38.173,0.017
93420,"ALLAN,1993(729)",MS(2583),TULCUR1-001-004,51.395,-131,1.00E-03,,,SEAMOUNT,TUZO WILSON SMT,GL,18.906,0.015,15.528,0.013,38.328,0.02
93421,"ALLAN,1993(729)",MS(2583),TULCUR1-001-013,51.395,-131,1.00E-03,,,SEAMOUNT,TUZO WILSON SMT,GL,18.875,0.031,15.543,0.024,38.355,0.05
93422,"ALLAN,1993(729)",MS(2583),ENV7326-073-TW5,51.475,-130.85,1.00E-03,,,SEAMOUNT,TUZO WILSON SMT,GL,18.987,7.00E-03,15.472,0.006,38.231,0.015
93423,"ALLAN,1993(729)",MS(2583),TULCUR1-002-008,51.473,-130.825,1.00E-03,,,SEAMOUNT,TUZO WILSON SMT,GL,18.925,0.012,15.478,0.01,38.19,0.026
93424,"ALLAN,1993(729)",MS(2583),TULCUR1-002-010,51.473,-130.825,1.00E-03,,,SEAMOUNT,TUZO WILSON SMT,GL,18.944,7.00E-03,15.483,0.006,38.221,0.015
93425,"ALLAN,1993(729)",MS(2583),TULCUR1-003-002,51.468,-130.847,1.00E-03,,,SEAMOUNT,TUZO WILSON SMT,GL,19.013,0.017,15.524,0.016,38.384,0.038
94187,"HEGNER,1989(732)",MS(2601),THO0053-012,48.4617,-130.165,,-2733,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,18.345,,15.47,,37.66,
94194,"HEGNER,1989(732)",MS(2601),THO0063-035,48.98,-130.98,0.01,-1500,-1500,SEAMOUNT,EXPLORER SMT,WR,18.516,,15.447,,37.946,
94199,"HEGNER,1989(732)",MS(2601),THO0063-034,48.963,-131.033,0.01,-2370,-2770,SEAMOUNT,EXPLORER SMT,WR,18.706,,15.467,,38.075,
94202,"HEGNER,1989(732)",MS(2601),THO0063-036,49.55,-132.73,0.01,,,SEAMOUNT,UNION SMT,WR,19.491,,15.572,,38.685,
94209,"HEGNER,1989(732)",MS(2601),ENV7025-016,50.2167,-130.2333,1.00E-04,-1900,-2100,SPREADING_CENTER,EXPLORER RIDGE,WR,18.576,,15.526,,38.078,
94214,"HEGNER,1989(732)",MS(2601),*DH-9/1,54,-137.4,0.1,,,SEAMOUNT,"DENSON SMT, KODIAK-BOWIE SMT CHAIN",WR,19.119,,15.534,,38.361,
94217,"HEGNER,1989(732)",MS(2601),*DH-13/1,54,-137.4,0.1,-1460,-1650,SEAMOUNT,"DENSON SMT, KODIAK-BOWIE SMT CHAIN",WR,19.216,,15.526,,38.463,
94220,"HEGNER,1989(732)",MS(2601),*DH-14/1,54,-137.4,0.1,-1005,-1100,SEAMOUNT,"DENSON SMT, KODIAK-BOWIE SMT CHAIN",WR,18.985,,15.586,,38.468,
94224,"HEGNER,1989(732)",MS(2601),*DH-19,53.7,-136.5,0.1,,,SEAMOUNT,"DAVIDSON SMT, KODIAK-BOWIE SMT CHAIN",WR,18.84,,15.592,,38.551,
