sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
MELPHNX-2-078-005,glass,53.294,2.78,12.42,,,14.11,,0.25,4.11,8.2,3.71,0.37,0.47,12.3,37.4,6.44,31.2,10.1,2.99,13.1,2.22,14.8,3.18,9.37,1.32,8.73,1.33,36.9,1.35,37.5,16.6,0.061,62,22.6,8.36,,12.6,10.7,17.1,0.944,4.64,,35.6,,118,0.701,0.681,,0.281,261,83.1,143,315,0.702566,0.513172,18.29,15.471,37.675,9.4267,-103.8628,-3142,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-078,PHOENIX,dredge,"basalt, basalt, ",fresh,"Regelous,1999(756)",EMP(895); ICPMS(898); MS(897)
MELPHNX-2-090-002,glass,50.61,2.15,14.97,10.54,,10.54,,0.19,6.17,10.95,3.44,0.54,0.33,10.36,26.2,3.94,17.6,4.95,1.7,5.79,0.95,6.39,1.32,3.53,0.49,3.36,0.51,85,1.02,45.2,148,0.102,81.6,21.5,3.56,,7.69,14.3,51.2,0.987,7.68,,44.5,,211,0.857,0.815,,0.315,303,35.5,99.9,163,0.702757,0.513103,18.163,15.507,37.651,9.3738,-103.6387,-3003,SPREADING_CENTER;EAST PACIFIC RISE,MELPHNX-2-090,PHOENIX,dredge,"basalt, basalt, ",fresh,"Batiza,1996(451); Niu,1999(853)",EMP(1566); EMP(847); ICPMS(1567); MS(1568)
WASRAI2-039-001,glass,51.37,1.56,14.99,10.28,,10.72,,0.14,7.6,12.02,2.39,0.14,0.16,3.83,11.5,,,3.67,1.32,,0.92,,,,,3.42,0.488,,,43.4,313,,,,2.84,,,,70,,,,42.8,,130,0.19,0.165,,0.067,,,,150,,,,,,9.3532,-104.2145,-2586 to -2589,SPREADING_CENTER;EAST PACIFIC RISE,WASRAI2-039,RAITT02,dredge,"basalt, basalt, sparsely phyric; plag-pc and plag-mc, ol-ml and skeletal ol-mc",fresh,"Batiza,1992(67); Danyushevsky,2000(1001); Goldstein,1993(476)",EMP(2803); INAA(396); MS-ID(1110)
WASDPSN-004-102,glass,49.13,1.67,16.58,,,,9.76,0.161,8.37,10.7,3.03,0.511,0.271,,,,17.2,4.68,,,,,,,,,,99.7,,,269,,,,,,,,155,,,,32.2,,240,,,,,249,32,,165,0.70281,0.513106,,,,9.117,-105.003,-2872 to -3042,SPREADING_CENTER;EAST PACIFIC RISE,WASDPSN-004,DEEP SONDE,dredge,"basalt, transitional basalt, ",fresh,"Natland,1989(97)",DCP(636); MS(637); MS-ID(638)
WASDPSN-004-014,glass,49.16,1.92,16.87,,,8.97,,,7.76,10.65,3.22,0.35,0.24,,,,17.2,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70281,0.513106,,,,9.117,-105.003,-2872 to -3042,SPREADING_CENTER;EAST PACIFIC RISE,WASDPSN-004,DEEP SONDE,dredge,"basalt, basalt, hyalopilitic; 2-3% ol-pc (euhedral to subhedral, up to 0.7mm); common euhedral spinel inclusions up to 0.03mm in ol-pc, diamond-shaped spinel in gm along with abundant ol and subordinate quenched plag; many ovoid glass and gas inclusions in ol; 1% vesicle",fresh,"Macdougall,1986(388); Natland,1980(275)",EMP(763); MS(909); MS-ID(910)
WASDPSN-004-014,whole rock,50.1,1.9,16.5,,,9.32,,0.16,8.38,10.83,3.1,0.43,0.29,10.12,25.2,,,4.78,1.62,,0.99,,,,,3.19,0.48,80.5,,47.4,310,,60,,4,,,13,173,,5.51,,33,,259,,,,0.224,263,36,90,159,0.70312,,,,,9.117,-105.003,-2872 to -3042,SPREADING_CENTER;EAST PACIFIC RISE,WASDPSN-004,DEEP SONDE,dredge,"basalt, basalt, hyalopilitic; 2-3% ol-pc (euhedral to subhedral, up to 0.7mm); common euhedral spinel inclusions up to 0.03mm in ol-pc, diamond-shaped spinel in gm along with abundant ol and subordinate quenched plag; many ovoid glass and gas inclusions in ol; 1% vesicle",fresh,"Batiza,1980(210); Johnson,1979(224); Natland,1980(275)",AAS(720); ES(731); FIS(721); INAA(717); INAA(719); MS(722); MS-ID(718); MS-ID(735); XRF(730); XRF(764); XRF(765)
WASDPSN-004-015,whole rock,48.2,1.86,16.2,,,9.2,,0.16,9.08,10.57,3.1,0.38,0.28,9.46,24.9,,,4.79,1.46,,0.86,,,,,3.12,0.47,103,,70,349,,60,,4,,,,142,,6.9,,32.3,,223,,,,0.228,255,,78,,0.70287,,,,,9.117,-105.003,-2872 to -3042,SPREADING_CENTER;EAST PACIFIC RISE,WASDPSN-004,DEEP SONDE,dredge,"basalt, basalt, hyalopilitic; 2-3% ol-pc (euhedral to subhedral, up to 0.7mm); common euhedral spinel inclusions up to 0.03mm in ol-pc, diamond-shaped spinel in gm along with abundant ol and subordinate quenched plag; many ovoid glass and gas inclusions in ol; 1% vesicle",fresh,"Batiza,1980(210); Johnson,1979(224)",AAS(720); ES(731); FIS(721); INAA(717); INAA(719); MS(722); MS-ID(718); MS-ID(735); XRF(730)
WASSIQR-008-003,glass,49.71,2.67,16.68,,,9.87,,,5.86,9.56,3.66,1.11,0.45,,,,5.75,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702575,0.513177,,,,8.397,-104.417,-2966 to -3383,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-008,SIQUEIROS,dredge,"basalt, basalt, hyalopilitic to intersertal; 10% plag (euhedral up to 0.3mm), 5% ol (euhedral up to 0.7mm, embayed), cpx in gm",fresh,"Macdougall,1986(388); Natland,1980(275)",EMP(763); MS(909); MS-ID(910)
WASSIQR-008-003,whole rock,50.3,0.93,15.6,7.45,1.27,,,0.14,9.8,12.77,2.41,0.05,0.09,1.59,5.41,,,2.07,0.81,,0.57,,,,,2.23,0.37,,,46,478,,82,,1.4,,,,130,0.9,0.4,,44.6,,125,,,,0.027,227,,80,,0.7027,,,,,8.397,-104.417,-2966 to -3383,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-008,SIQUEIROS,dredge,"basalt, basalt, hyalopilitic to intersertal; 10% plag (euhedral up to 0.3mm), 5% ol (euhedral up to 0.7mm, embayed), cpx in gm",fresh,"Batiza,1977(68); Batiza,1980(210); Johnson,1979(224)",AAS(615); AAS(720); FIS(721); INAA(717); INAA(719); INAA(738); MS(722); MS-ID(718); TITR(617); XRF(616)
WASSIQR-008-005,glass,,,,,,,,,,,,,,,,,28.1,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702896,0.512993,,,,8.397,-104.417,-2966 to -3383,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-008,SIQUEIROS,dredge,"basalt, basalt; transitional basalt(ref-720);, intersertal to intergranular; 1% plag (euhedral up tp 0.8mm), 3% ol (euhedral up to 0.5mm; gm contains very abundant plag laths, weakly to strongly aligned along flow lines but with patchy distribution(ref-68;210);sparsely ol-plag-phyric; glassy at margin",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
WASSIQR-008-005,whole rock,47.6,2.45,16.1,7.7,2.32,,,0.13,6.8,9.38,3.58,1.23,0.12,23.54,51.15,,,6.77,2.12,,1.21,,,,,3.12,0.43,,,39.5,157,,,,5.5,,,,,,13.54,,25.7,,380,,1.3824,,0.4926,,,80,344,0.70307,,,,,8.397,-104.417,-2966 to -3383,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-008,SIQUEIROS,dredge,"basalt, basalt; transitional basalt(ref-720);, intersertal to intergranular; 1% plag (euhedral up tp 0.8mm), 3% ol (euhedral up to 0.5mm; gm contains very abundant plag laths, weakly to strongly aligned along flow lines but with patchy distribution(ref-68;210);sparsely ol-plag-phyric; glassy at margin",fresh,"Batiza,1977(68); Batiza,1980(210); Lundstrom,1999(877)",AAS(615); INAA(717); INAA(719); MS(722); MS-ID(2483); MS-ID(718); TITR(617); XRF(616)
WASSIQR-008-006,whole rock,48.2,2.52,15.2,8.56,2.31,,,0.17,7.15,9.69,3.79,0.9,0.44,18.48,41.19,,,6.67,2.02,,1.17,,,,,3.68,0.54,,,43,196,,44,,5.2,,,,113,2.15,13.09,,28.8,,342,,1.4881,,0.4941,297,,97,289,0.703,,,,,8.397,-104.417,-2966 to -3383,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-008,SIQUEIROS,dredge,"basalt, basalt, hyalopilitic; 3% ol (euhedral up to 0.08mm); vesicles in patchy clusters usually near radiate bundles of plag-ml",fresh,"Batiza,1977(68); Batiza,1980(210); Lundstrom,1999(877)",AAS(615); AAS(720); INAA(717); INAA(719); MS(722); MS-ID(2483); MS-ID(718); TITR(617); XRF(616)
WASSIQR-008-001A,glass,48.63,2.54,16.56,,,,10.77,0.167,6.42,9.43,3.55,1.12,0.53,,,,28.1,6.47,,,,,,,,,,254,,,142,,,,,,,,143,,,,26.8,,421,,,,,250,34,,215,0.702896,0.512993,,,,8.397,-104.417,-2966 to -3383,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-008,SIQUEIROS,dredge,"basalt, alkali basalt, ",fresh,"Natland,1989(97)",DCP(636); MS(637); MS-ID(638)
WASSIQR-003,glass,49.3,1.16,15.9,,,9.23,9.95,0.162,9.1,12.1,2.23,0.067,0.103,,,,6.49,2.44,,,,,,,,,,4.8,,,386,,,,,,,,129,,0.33,,36,,87,,,,,268,28,,72,0.702653,0.513113,,,,8.383,-103.953,-3361 to -3618,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-003,SIQUEIROS,dredge,"basalt, basalt, ",fresh,"Natland,1989(97)",DCP(636); EMP(635); MS(637); MS-ID(638)
WASSIQR-007-C,glass,49.15,0.96,17.58,,,8.01,,0.149,9.58,12.14,2.38,0.016,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt, basalt; picrite(ref-681;850);, intersertal; ol and plag pc in a 50-50 spherulite-rich, glass-plag matrix; flow of rectilinear plag crystal groups is evident around larger, rounded ol; individual plag pc make up ca. 5% of the rock and are unzoned, with equalt to lath-like morphologies","fresh, n","Natland,1989(97)",EMP(635)
WASSIQR-007-C,whole rock,47.74,1.68,14.83,9.46,1.07,,9.14,0.16,11.29,12.13,2.06,0.14,0.15,1.9,,,,,1.1,,,,,,,,0.5,0.9,,57,620,,164,,,,,,190,1.81,0.09,,27.8,,75.6,,,,,220,22,,52,0.702614,0.513083,,,,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt, basalt; picrite(ref-681;850);, intersertal; ol and plag pc in a 50-50 spherulite-rich, glass-plag matrix; flow of rectilinear plag crystal groups is evident around larger, rounded ol; individual plag pc make up ca. 5% of the rock and are unzoned, with equalt to lath-like morphologies","fresh, n","Natland,1989(97); Schrader,1979(681); Schrader,1980(850)",DCP(636); MS(637); MS-ID(1552); MS-ID(638); XRF(1276)
WASSIQR-007-A,glass,48.71,1.42,17.06,,,10.07,,0.16,8.07,11.33,2.76,0.034,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt, basalt; picrite(ref-681;850);tholeiite(ref-97);, hyalopilitic to holohyaline; pc of ol and sp in predominantly glassy matrix; all crystals euhedral(ref-658);hyalopilitic to holohyaline; all crystals euhedral; pc of ol and sp , <1% opx(ref-681;850);","fresh, n","Natland,1989(97)",EMP(635)
WASSIQR-007-A,whole rock,48.19,0.83,14.12,8.37,0.95,,11.05,0.14,15.23,10.19,1.41,0.02,0.14,1.4,,,9.16,3.07,0.8,,,,,,,,0.35,5.8,,94,930,,130,,,,,,245,2,0.39,,38.9,,164,,,,,120,29,,100,0.702577,0.513005,,,,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt, basalt; picrite(ref-681;850);tholeiite(ref-97);, hyalopilitic to holohyaline; pc of ol and sp in predominantly glassy matrix; all crystals euhedral(ref-658);hyalopilitic to holohyaline; all crystals euhedral; pc of ol and sp , <1% opx(ref-681;850);","fresh, n","Natland,1989(97); Schrader,1979(681); Schrader,1980(850)",DCP(636); MS(637); MS-ID(1552); MS-ID(638); XRF(1276)
CHRSR01-004,glass,49.99,2.01,13.92,,,11.12,,0.13,6.76,10.93,2.77,0.18,,4.9,15.4,,,4.6,1.66,,1.01,,,,,,,,,,,,,,3.614,,,,58,,,,,,,,,,,,,,136.78,0.70277,,18.205,15.5,37.562,6.733,-102.6,-2900,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR01-004,SEARISE 1,dredge,"basalt, basalt, ",fresh,"David,2000(1056); Hamelin,1984(217); Schiano,1997(34)",EMP(583); INAA(2958); INAA(582); MS(724); MS(725); MS-ID(2957)
*D10-1,glass,,,,,,,,,,,,0.18,,4.77,13.8,2.31,11.3,4.02,1.52,5.12,0.86,6.4,1.39,4.25,,3.83,0.59,18,,,,0.0168,,,3.24,1439,,5.07,,0.592,1.47,0.069,,1.02,114,,0.306,,0.112,,40.1,,104,0.70262,0.513175,,,,2.44,-95.62,,SPREADING_CENTER;EAST PACIFIC RISE,207.D10,UNKNOWN,dredge,"basalt, basalt, ",fresh,"Hofmann,1983(742); Hofmann,1986(161); Ito,1980(184); Jochum,1996(580)",MS(1377); MS(1378); MS-ID(1376); MS-ID(1556); MS-ID(2550); SS-ID(2548); SSMS(1560); SSMS(2549)
*D10-1,whole rock,,,,,,,,,,,,,,,,,11.3,4.02,1.52,,,,,,,,,,,,,,,,3.24,,,,,,,,,1.02,,,,,,,,,104,,,,,,2.44,-95.62,,SPREADING_CENTER;EAST PACIFIC RISE,207.D10,UNKNOWN,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
CHRSR01-005-102,glass,49.4,1.99,13.63,,,10.89,,0.2,8,10.8,2.69,0.11,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,0.702389,0.513181,,,,2.28,-102.78,-3350,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR01-005,SEARISE 1,dredge,"basalt, basalt, ",fresh,"Schiano,1997(34)",EMP(583); INAA(582); MS(579)
CHRSR01-005-102,whole rock,49.4,1.99,13.63,,12.81,,,0.2,8,10.8,2.69,0.11,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,-102.78,-3350,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR01-005,SEARISE 1,dredge,"basalt, basalt, ",fresh,"Eissen,1982(629)",XRF(1003)
*482/10,whole rock,50.38,1.55,14.52,,,,11.19,0.18,7.63,11.56,2.72,0.08,0.14,,,,,,,,,,,,,,,9,,,279,,,,,,,2,81,,0.73,,42,,103,,,10160,,326,39,,88,0.70236,,,,,2.22,-101.52,-4500 to -4700,SPREADING_CENTER;EAST PACIFIC RISE,*482/10,UNKNOWN,unknown,"basalt, basalt, fine- to medium-grained, consisting of thin skeletal laths (1mm long) of plag (15%), about 2% ol (now altered) set in an intergranular matrix of px and plag",,"Sun,1979(118)",MS(1346); XRF(1342); XRF(1345)
PIL6702-010,glass,,,,,,,,,,,,,,,,,8.76,2.88,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,147,,,,,,,,,0.702492,0.513172,,,,-2.5,-103.017,-3101,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-010,P6702,dredge,"basalt, basalt, ",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
PIL6702-010,whole rock,50.4,1.2,15.39,,,8.47,,0.16,9.92,11.7,2.91,0.2,,3.3,,,,3.2,1.4,,,4.9,,,,3.1,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-103.017,-3101,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-010,P6702,dredge,"basalt, basalt, ",fresh,"Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); NN(2661)
VEM0021-040,glass,59.95,1.66,11.8,11.91,,,,0.02,1.63,5.52,3.93,0.63,,,,,58.4,18.34,,,,,,,,,,,,,,,,,,,,,,2.149,6.9,,,,107.96,,,,0.56,,,,,0.70287,0.51315,18.29,15.52,37.88,-5.52,-106.77,-3182,SPREADING_CENTER;EAST PACIFIC RISE,VEM0021-040,VM21,piston core,"basalt, basalt; tholeiite(ref-201);, fresh glass(ref-185);glassy(ref-201);",fresh,"Cohen,1982(78)",EMP(622); MS(619); MS(620); MS-ID(621)
VEM0021-040,whole rock,59,1.75,12.6,,,12,,,1.7,5.6,4.25,0.65,,24.8,75,,58.9,17.9,4.3,22.6,,27,,,,16.8,,54.8,,,,0.082,,,,5600,,,,,7.25,,,,105,,,,,,,,,,,18.348,15.5,37.914,-5.52,-106.77,-3182,SPREADING_CENTER;EAST PACIFIC RISE,VEM0021-040,VM21,piston core,"basalt, basalt; tholeiite(ref-201);, fresh glass(ref-185);glassy(ref-201);",fresh,"Kay,1970(185); Sun,1980(201)",AAS(1048); MS(707); MS-ID(1050); XRF(1047)
PIL6702-044,glass,,,,,,,,,,,,,,,,,7.48,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,91,,,,,,,,,0.702664,0.513122,,,,-6.35,-107.417,-2938,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-044,P6702,dredge,"basalt, basalt, 95% glass, scarce pc of bytownite and ol",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
PIL6702-044,whole rock,47.68,1.73,15.23,,,9.72,,0.17,8.02,12.61,2.79,0.06,,2.5,8.41,,8.53,3.06,1.11,,0.82,4.91,,3.08,0.52,2.82,0.45,4.85,,,,0.003,,,,447,,,,,0.22,,,,,,,,,,,,,,,,,,-6.35,-107.417,-2938,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-044,P6702,dredge,"basalt, basalt, 95% glass, scarce pc of bytownite and ol",fresh,"Kay,1970(185); Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); INAA(1422); MS-ID(1050); NN(2661)
SONGMP5-412,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702672,0.51313,18.566,15.496,38.092,-7.3948,-107.7905,-2740 to -2717,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-412,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",MS(923)
SONGMP5-412,whole rock,50.8,1.84,14,8.86,2.5,,,0.2,7.05,11.2,2.88,0.3,0.21,6.2,19,,12,3.9,1.47,4.6,,6.4,1.3,4.1,,3.5,0.57,,,,199,,,17,,,,6,55,,6,,,,141,,,,,,41,101,135,,,,,,-7.3948,-107.7905,-2740 to -2717,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-412,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); TITR(917); XRF(916)
SONGMP5-407,glass,50.6,2.33,13.2,11.3,2.65,,,0.24,5.94,10,3.01,0.16,0.21,4.7,19,,14,4.4,1.6,6.5,,8.6,1.65,5.4,,4.8,0.75,,,53,71,,,20,,,,,33,,,,,,110,,,,,,50,123,166,0.702635,0.513102,18.41,15.496,37.95,-7.3952,-107.7907,-2740,SPREADING_CENTER;EAST PACIFIC RISE,SONGMP5-407,SO062 (GEOMETEP 5),tv-controlled grab,"basalt, basalt, ",fresh,"Bach,1994(401)",ICPAE(921); MS(923); TITR(917); XRF(916)
ARGAMPH-001,glass,,,,,,,,,,,,,,,,,9.17,3.04,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,143,,,,,,,,,0.702538,0.513166,,,,-7.83,-108.13,-2952,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-001,AMPHITRITE,dredge,"basalt, basalt; tholeiite(ref-201;346;748);, fine-grained porphyritic basalt; ca. 30% plag pc (an80)(ref-185;201);porphyritic with glassy to microcrystalline gm(ref-215);glassy basalt with ca. 25% plag pc up to 0.7cm(ref-350)",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
ARGAMPH-001,whole rock,48.8,0.74,20.1,4.82,0.69,6.35,,0.16,7.2,13.1,2.18,0.06,0.07,1.95,6.5,,5.61,1.92,0.77,,,,,1.83,,1.72,,12.4,,28,350,0.019,64,14,,570,3,,130,0.49,3,,30,,140,,,,,170,21,,44,0.7028,,18.193,15.478,37.755,-7.83,-108.13,-2952,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-001,AMPHITRITE,dredge,"basalt, basalt; tholeiite(ref-201;346;748);, fine-grained porphyritic basalt; ca. 30% plag pc (an80)(ref-185;201);porphyritic with glassy to microcrystalline gm(ref-215);glassy basalt with ca. 25% plag pc up to 0.7cm(ref-350)",fresh,"Engel,1964(215); Engel,1965(126); Kay,1970(185); Subbarao,1972(346); Sun,1980(201); Tatsumoto,1966(748)",AAS(1048); ES(1727); MS(1630); MS(707); MS-ID(1050); MS-ID(1628); MS-ID(893); NN(723); XRF(1047)
PIL6702-036,glass,,,,,,,,,,,,,,,,,6.2,2.35,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,88,,,,,,,,,0.702563,0.51318,,,,-8.183,-108.733,-3145,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-036,P6702,dredge,"basalt, basalt, ",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
PIL6702-036,whole rock,50.34,1.08,14.93,,,8.88,,0.16,8.23,12.11,2.51,0.06,,1.5,,,,2.9,1.2,,,4.3,,,,2.8,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.183,-108.733,-3145,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-036,P6702,dredge,"basalt, basalt, ",fresh,"Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); NN(2661)
PIL6702-040,glass,49.12,1.37,16.82,,,9,,,8.58,10.76,3.24,,,,,,10.19,3.13,,,,,,,,,,,,,,,,,,,,,,0.491,,,,,156,,,,0.039,,,,,0.70265,0.51302,18.46,15.48,37.97,-8.267,-108.833,-3353,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-040,P6702,dredge,"basalt, basalt, ",fresh,"Cohen,1980(173)",EMP(701); MS(698); MS(699); MS-ID(700)
PIL6702-040,whole rock,48.08,1.4,16.48,,,9.1,,0.18,10,10.58,3.5,0.07,,3.2,,,,4.1,1.6,,0.94,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.267,-108.833,-3353,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-040,P6702,dredge,"basalt, basalt, ",fresh,"Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); NN(2661)
PIL6702-039,glass,,,,,,,,,,,,,,,,,11.8,3.83,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,162,,,,,,,,,0.7026,0.51312,,,,-9.033,-109.317,-2766,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-039,P6702,dredge,"basalt, basalt, ",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
PIL6702-039,whole rock,49.57,1.8,15.44,,,9.58,,0.17,7.56,11.49,3.1,0.23,,3.9,,,,4.4,1.5,,1,,,,,3.1,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.033,-109.317,-2766,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-039,P6702,dredge,"basalt, basalt, ",fresh,"Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); NN(2661)
AII0125-24-R048,glass,51.24882326,1.8340462,14.29139053,,,10.8251251,,0.208774432,6.529659754,10.98554381,3.147994832,0.42261415,0.2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,,0.231,,,,,,,,,,-9.53002,-104.2236,-2674 to -2730,SPREADING_CENTER;EAST PACIFIC RISE,AII0125-24-R048,AII125,rockcore,"basalt, basalt, ",fresh,"Goldstein,1993(476); Perfit,1994(754)",EMP(1145); MS-ID(1110)
PIL6702-032,glass,,,,,,,,,,,,,,,,,24.4,8.01,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,116,,,,,,,,,0.702563,0.513203,,,,-10.017,-110.1,-2800,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-032,P6702,dredge,"basalt, basalt, ",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
PIL6702-032,whole rock,48.75,2.45,15.1,,,11.44,,0.23,6.63,11.07,2.93,0.3,,5.9,,,,7.1,2,,,,,,,6,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.017,-110.1,-2800,SPREADING_CENTER;EAST PACIFIC RISE,PIL6702-032,P6702,dredge,"basalt, basalt, ",fresh,"Scheidegger,1981(396); Schilling,1975(289)",INAA(1421); NN(2661)
WECWELO-002-002,whole rock,49.04,1.76,16.94,7.26,1.48,,,0.16,7.41,11.3,2.95,0.74,0.34,11.7,26.2,,,4.08,1.44,,1.06,,,,,2.95,0.44,100,,,243,0.07,,,3.53,,,,122,,9.8,,34.3,,240,,1.22,,,,,,150,0.7032,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, <1% pc of plag (an65) and ol",slightly altered,"Batiza,1982(69)",INAA(2156); MS(2158); TITR(2155); XRF(2154)
WECWELO-002-003,whole rock,47.48,1.72,17.06,7.19,1.4,,,0.16,7.44,11.24,2.97,0.73,0.22,11.1,25.9,,,4.09,1.41,,1.08,,,,,2.92,0.43,80,,,246,0.06,,,3.39,,,,114,,,,33.6,,,,1.04,,,,,,144,0.70297,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, 2% pc of plag (an66)",slightly altered,"Batiza,1982(69)",INAA(2156); MS(2158); TITR(2155); XRF(2154)
WECWELO-002-006,glass,50.57,1.9,16.59,,,9.08,,,7.21,11.14,3.14,0.71,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, 2% pc of plag (an66)",slightly altered,"Batiza,1982(69)",EMP(2159)
WECWELO-002-006,whole rock,48.68,1.74,17.34,6.96,1.75,,,0.16,7.46,11.42,2.92,0.74,0.24,10.8,24.8,,,4.02,1.38,,0.87,,,,,2.86,0.42,56,,,267,,,,3.37,,,,53,,,,32.8,,265,,1.13,,,,,,88,0.70303,,,,,-10.133,-110.202,-2800,SPREADING_CENTER;EAST PACIFIC RISE,WECWELO-002,WELOC,dredge,"basalt, basalt, 2% pc of plag (an66)",slightly altered,"Batiza,1982(69)",INAA(2156); MS(2158); TITR(2155); XRF(2154)
