sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,Te,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
PIL7003-032-B,whole rock,,,,,,,,,,,,,,2.6,8.2,,10.21,3.52,1.3,,0.76,,,,,3.5,,,37.4,274,0.05,,,2.7,,,,93,,1.55,,35.6,,140.2,0.138,0.13,9352,0.13,,33,,,0.702692,0.513192,18.315,15.489,37.762,,,11.425,-43.575,-2650,SPREADING_CENTER;MID-ATLANTIC RIDGE,PIL7003-032,P7003,dredge,"basalt, basalt, ",fresh,"Dosso,1991(50)",MS(127); MS(128); MS(132); MS-ID(136); NAA(134); XRF(135)
PIL7003-032-D,glass,50.48,1.45,15.15,,,,10.35,0.17,8.04,11.65,2.36,0.09,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.425,-43.575,-2650,SPREADING_CENTER;MID-ATLANTIC RIDGE,PIL7003-032,P7003,dredge,"basalt, basalt, ",fresh,"Dosso,1991(50)",XRF(126)
PIL7003-032-D,whole rock,,,,,,,,,,,,,,2.2,7.3,,9.44,3.34,1.23,,0.77,,,,,3.5,,,40.8,346,,,,2.5,,,1.47,97,,0.428,,38.3,,118.5,0.101,0.1,8693,,,29.9,,92,0.70258,0.513178,18.31,15.488,37.769,,,11.425,-43.575,-2650,SPREADING_CENTER;MID-ATLANTIC RIDGE,PIL7003-032,P7003,dredge,"basalt, basalt, ",fresh,"Dosso,1991(50); Dosso,1993(51)",MS(127); MS(128); MS(132); MS-ID(136); NAA(134); XRF(1020); XRF(135)
AII0020-006-006,glass,51.59,1.6,15.31,,,10.43,,,7.25,10.97,2.97,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,,,,,,,0.12,,0.053,,,,,0.70245,0.513149,18.408,15.49,37.906,,,11.27,-43.65,-3095 to -4460,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0020-006,AII020,dredge,"basalt, basalt, ",fresh,"Ito,1987(187); Melson,(1086); White,1993(477)",EMP(3262); MS(1051); MS-ID(1118)
PIL7003-012,glass,50.63,1.48,15.2,,,,10.36,0.16,8.06,11.52,2.5,0.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.967,-43.7,-4600,SPREADING_CENTER;MID-ATLANTIC RIDGE,PIL7003-012,P7003,dredge,"basalt, basalt; tholeiite(ref-268);, ",fresh,"Dosso,1991(50)",XRF(126)
PIL7003-012,whole rock,,,,,,,,,,,,,,2.7,7.7,,10.2,3.57,1.23,,0.82,,,,,3.6,,4,40.4,350,,,,2.8,,,2.07,134,,0.583,,36.9,,117.4,0.128,0.14,8873,0.08,,32.6,,103,0.70246,0.513192,18.307,15.486,37.747,,,10.967,-43.7,-4600,SPREADING_CENTER;MID-ATLANTIC RIDGE,PIL7003-012,P7003,dredge,"basalt, basalt; tholeiite(ref-268);, ",fresh,"Dosso,1991(50); Dosso,1993(51)",MS(127); MS(128); MS(132); MS-ID(136); NAA(134); XRF(1020); XRF(135)
ARGLSDA-005-005,whole rock,49.02,1.46,18.04,6.22,1.58,,,0.13,7.85,11.51,2.92,0.08,0.12,,,,,,,,,,,,,3,0.404,5,26,280,,73,11,2.137,,5,,78,,,,38,,90,,,,,240,30,,62,0.70265,0.513141,18.709,15.508,38.16,,,9.65,-40.45,-2388,SPREADING_CENTER;MID-ATLANTIC RIDGE,ARGLSDA-005,LUSIAD,dredge,"basalt, basalt; tholeiite(ref-125;175;203);, ",,"Dupre,1980(175); Engel,1964(125); Engel,1965(126); Patchett,1980(882); White,1982(209)",ES(1727); MS(1371); MS(715); MS-ID(1696); NN(658)
ARGLSDA-005-011,whole rock,,,,,,,,,,,2.65,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,150,,0.13,,0.09,,,,,0.70284,0.513163,,,,,,9.65,-40.45,-2388,SPREADING_CENTER;MID-ATLANTIC RIDGE,ARGLSDA-005,LUSIAD,dredge,"basalt, basalt; tholeiite(ref-125;353);, ",,"Engel,1964(125); Tatsumoto,1965(353); White,1982(209)",MS(715); MS-ID(774); NN(658)
CON2806-036-001,glass,52.15,1.39,14.94,,,9.37,,0.17,7.86,11.69,2.44,0.27,0.13,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,0.702781,0.512969,19.354,15.596,39.068,,,0.954,-30.416,-3285,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2806-036,RC2806,dredge,"basalt, basalt, ",fresh,"Schilling,1994(220); Schilling,1995(112)",EMP(315); INAA(316); MS(1065); MS(1066)
GIL7309-075,glass,50.38,1.55,15.66,,,9.14,,,7.4,10.93,2.65,0.21,0.16,5.65,14.7,2.33,11.6,,,,,,,,,,,,,,,,,,1600,,6.97,,0.52,,0.045,,,,,0.446,,0.134,,,,,0.70255,0.5131,18.775,15.568,38.32,,,-0.558,-16.022,-3880,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL7309-075,GS73-09,dredge,"basalt, basalt, ",fresh,"Hofmann,1986(161); Ito,1987(187); Jochum,1983(207); Jochum,1997(95); Melson,(1086); White,1993(477)",EMP(3262); MS(1051); MS-ID(1118); MS-ID(1561); SS-ID(1062); SSMS(1560); SSMS(1625)
GIL7309-075,whole rock,,,,,,,,,,,,,,,,,11.9,3.68,1.32,,,,,,,,,,,,,,,2.5,,,,,,,,,1.03,,,,,,,,,78,,,,,,,,-0.558,-16.022,-3880,SPREADING_CENTER;MID-ATLANTIC RIDGE,GIL7309-075,GS73-09,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
END0061-002-001,glass,50.34,1.21,16.13,,,8.93,,0.18,9.01,11.74,2.4,0.04,0.36,,,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.238,-12.397,-3885,SPREADING_CENTER;MID-ATLANTIC RIDGE,END0061-002,EN061,dredge,"basalt, basalt, ",fresh,"Schilling,1995(112)",EMP(315); INAA(316)
END0061-002-001,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.829,15.456,37.319,,,-2.238,-12.397,-3885,SPREADING_CENTER;MID-ATLANTIC RIDGE,END0061-002,EN061,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221)",MS(271)
END0061-003-001,glass,51.04,1.19,15.66,,,8.81,,0.18,8.76,11.9,2.43,0.06,0.27,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,0.702176,0.513262,17.804,15.443,37.278,,,-3.433,-12.225,-3045,SPREADING_CENTER;MID-ATLANTIC RIDGE,END0061-003,EN061,dredge,"basalt, basalt, ",fresh,"Schilling,1994(220); Schilling,1995(112)",EMP(315); INAA(316); MS(1065); MS(1066)
END0061-003-001,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702183,0.513262,17.804,15.443,37.278,,,-3.433,-12.225,-3045,SPREADING_CENTER;MID-ATLANTIC RIDGE,END0061-003,EN061,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Hanan,1986(221)",MS(271); MS(285)
END0061-004-001,glass,50.97,1.46,15.13,,,9.8,,0.21,8.11,11.48,2.66,0.08,0.3,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,0.702225,0.513286,17.681,15.422,37.119,,,-4.272,-12.198,-2300,SPREADING_CENTER;MID-ATLANTIC RIDGE,END0061-004,EN061,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Hanan,1986(221); Schilling,1995(112)",EMP(315); INAA(316); MS(271); MS(285)
ARGLSDA-003,whole rock,49.48,1.39,16.72,7.58,1.16,,,0.19,8.2,11.14,2.66,0.24,0.12,6.2,,2.7,20,6.6,1.9,7.1,1.47,,1.8,,0.76,4.5,,19,34,320,,86,17,,,4,,140,1.15,,,44,,160,,,,,280,47,,88,,,17.824,15.54,37.52,,,-5.78,-11.42,-2380,SPREADING_CENTER;MID-ATLANTIC RIDGE,ARGLSDA-003,LUSIAD,dredge,"basalt, basalt; tholeiite(ref-125;748);, ",,"Engel,1964(125); Engel,1965(126); Frey,1968(179); Tatsumoto,1966(748)",ES(1727); INAA(1756); MS(894); MS-ID(893); NN(658)
ARGLSDA-003-003,glass,,,,,,,,,,,,,,,,,11.7,4.04,,,,,,,,,,,,,,,,,,,,,,1.48,,,,133,,,,,,,,,0.7023,0.51329,17.84,15.47,37.33,,,-5.78,-11.42,-2380,SPREADING_CENTER;MID-ATLANTIC RIDGE,ARGLSDA-003,LUSIAD,dredge,"basalt, basalt; tholeiite(ref-203);, ",fresh,"Cohen,1980(173)",MS(698); MS(699); MS-ID(700)
ARGLSDA-003-003,whole rock,,,,,,,,,,,,,,,,,11.7,4.04,,,,,,,,,0.478,,,,0.0216,,,2.59,1780,,,,,1.48,,,,133,,,,,,,,,0.7023,0.51329,17.784,15.605,38.298,,,-5.78,-11.42,-2380,SPREADING_CENTER;MID-ATLANTIC RIDGE,ARGLSDA-003,LUSIAD,dredge,"basalt, basalt; tholeiite(ref-203);, ",fresh,"Hart,1971(371); O'nions,1977(197); Patchett,1983(881); Salters,1998(633)",MS(1767); MS(1768); MS(1841); MS(1888); MS-ID(1580); MS-ID(1766)
END0061-006-001C,glass,51.05,1.09,15.74,,,9.34,,0.19,8.94,10.76,2.54,0.1,0.27,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,0.702232,0.513297,,,,,,-6.31,-11.322,-3106,SPREADING_CENTER;MID-ATLANTIC RIDGE,END0061-006,EN061,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Schilling,1995(112)",EMP(315); INAA(316); MS(285)
ARGLSDA-002-001,whole rock,49.2,2.03,16.09,7.77,2.72,,,0.18,6.44,10.46,3.01,0.14,0.23,5,11.8,2.1,9.7,4.3,1.7,5.5,1.19,,1.5,,0.56,3,0.69,,,,0.015,,,4.68,1480,,,,,1.14,,,,134,,0.13,,0.16,,33,,,0.70285,0.513157,18.499,15.618,37.934,,,-20.67,-13.27,-2910,SPREADING_CENTER;MID-ATLANTIC RIDGE,ARGLSDA-002,LUSIAD,dredge,"basalt, basalt; tholeiite(ref-125;203;353);, ",,"Engel,1964(125); Frey,1968(179); Hart,1971(371); Patchett,1983(881); Salters,1998(633); Tatsumoto,1965(353); White,1982(209)",INAA(1756); MS(1841); MS(1888); MS(715); MS-ID(1580); MS-ID(774); NN(658)
AII0060-009-011,glass,50.74,1.88,14.91,,,10.53,,,8.06,10.74,2.83,0.07,0.16,4.24,15.5,2.58,13.5,,,,,,,,,,,,,,,,,,,,2.25,,0.496,,0.05,,,,,0.113,,0.048,,,,,0.70229,0.513182,18.375,15.518,37.842,,,-21.93,-11.81,-3402 to -3767,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0060-009,AII060,dredge,"basalt, basalt, ",fresh,"Hofmann,1986(161); Ito,1987(187); Jochum,1997(95); Melson,(1086); White,1993(477)",EMP(3262); MS(1051); MS-ID(1118); SSMS(1560); SSMS(1625)
AII0060-009-011,whole rock,,,,,,,,,,,,,,,,,13.5,4.2,1.49,,,,,,,,,,,,,,,3.38,,,,,,,,,1.87,,,,,,,,,124,,,,,,,,-21.93,-11.81,-3402 to -3767,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0060-009,AII060,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
AII0060-009-097,glass,50.5,1.94,14.88,,,10.49,,,7.93,10.73,2.92,0.1,0.16,,13.1,,,,,,,,,,,,,4.19,,,0.0044,,,,700,,2.42,,0.507,0.36,,,,,,0.129,,0.0598,,,,,0.70232,0.513182,18.299,15.489,37.726,,,-21.93,-11.81,-3402 to -3767,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0060-009,AII060,dredge,"basalt, basalt, ",fresh,"Hofmann,1983(742); Hofmann,1986(161); Ito,1987(187); Jochum,1983(207); Melson,(1086)",EMP(3262); MS(1051); MS-ID(1556); SS-ID(1063); SSMS(1560)
AII0060-009-097,whole rock,,,,,,,,,,,,,,,,,13.5,4.54,1.52,,,,,,,,,,,,,,,3.86,,,,,,,,,1.98,,,,,,,,,135,,,,,,,,-21.93,-11.81,-3402 to -3767,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0060-009,AII060,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
AII0060-002-038,glass,49.88,2.03,14.88,,,11.1,,,7.11,10.72,2.96,0.12,0.16,,15.8,,,,,,,,,,,,,4.57,,,0.005,,,,912,,2.54,,0.576,0.42,,,,,,0.115,,0.0561,,,,,0.70281,0.51313,18.275,15.485,37.842,,,-22.92,-13.51,-2195 to -3109,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0060-002,AII060,dredge,"basalt, basalt, ",fresh,"Hofmann,1983(742); Hofmann,1986(161); Ito,1987(187); Jochum,1983(207); Melson,(1086)",EMP(3262); MS(1051); MS-ID(1556); SS-ID(1063); SSMS(1560)
AII0060-002-038,whole rock,,,,,,,,,,,,,,,,,13.8,4.24,1.48,,,,,,,,,,,,,,,3.36,,,,,,,,,1.72,,,,,,,,,139,,,,,,,,-22.92,-13.51,-2195 to -3109,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0060-002,AII060,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
CON2802-019-001,glass,51.18,1.18,15.52,,,8.8,,,8.16,12.25,2.63,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70255,,,,,,,-26.0142,-13.8437,-2520,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-019,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Graham,1996(44); Niu,1994(334)",EMP(496); MS(599)
CON2802-019-001,whole rock,50.64,1.21,15.27,,,8.71,,0.15,8,12.02,2.53,0.05,0.1,2.23,7.7,,,2.69,1.03,,0.69,,,,,2.71,0.39,,,385,,,,2,,,,71,,,,39.3,,110,,0.11,,,,,,110,,,,,,,,-26.0142,-13.8437,-2520,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-019,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Niu,1994(334)",INAA(498); XRF(497)
CON2802-023-008,glass,50.59,1.68,15.26,,,9.88,,,7.53,11.48,2.69,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702577,,,,,,,-26.3323,-13.794,-3700 to -3710,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-023,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Graham,1996(44); Niu,1994(334)",EMP(496); MS(599)
CON2802-023-008,whole rock,50.56,1.67,15.3,,,9.86,,0.17,7.55,11.31,2.6,0.1,0.14,3.21,11.1,,,3.85,1.39,,0.94,,,,,3.73,0.57,,,290,,,,2.97,,,,110,,,,38.8,,110,,,,,,,,160,,,,,,,,-26.3323,-13.794,-3700 to -3710,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-023,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Niu,1994(334)",INAA(498); XRF(497)
CON2802-024-001,glass,50.86,1.54,15.49,,,9.54,,,8,11.51,2.81,0.07,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702542,,,,,,,-26.437,-13.7633,-3480,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-024,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Graham,1996(44); Niu,1994(334)",EMP(496); MS(599)
CON2802-024-001,whole rock,50.63,1.54,15.63,,,9.31,,0.16,7.85,11.41,2.55,0.07,0.13,2.92,10.7,,,3.52,1.28,,0.87,,,,,3.31,0.47,,,353,,76.5,,2.78,,,,120,,,,36.8,,130,,,,,,33.3,81,150,,,,,,,,-26.437,-13.7633,-3480,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-024,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Niu,1994(334)",INAA(498); XRF(497)
CON2802-025-001,glass,50.06,1.41,15.74,,,9.48,,,8.08,11.68,2.7,0.06,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702542,,,,,,,-26.4708,-13.7717,-3750 to -3770,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-025,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Graham,1996(44); Niu,1994(334)",EMP(496); MS(599)
CON2802-025-001,whole rock,50.5,1.41,16.02,,,9.1,,0.16,8.1,11.54,2.47,0.07,0.13,,,,,,,,,,,,,,,,,370,,,,,,,,145,,,,43.3,,114,,,,,,,,98,,,,,,,,-26.4708,-13.7717,-3750 to -3770,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-025,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Niu,1994(334)",XRF(497)
CON2802-027-003,glass,50.76,1.38,15.49,,,9.39,,,8.23,11.72,2.43,0.07,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702538,,,,,,,-26.4933,-13.755,-3700,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-027,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Graham,1996(44); Niu,1994(334)",EMP(496); MS(599)
CON2802-027-003,whole rock,50.68,1.43,15.39,,,9.45,,0.16,8.92,11.4,2.34,0.07,0.12,2.83,9.5,,,3.28,1.16,,0.84,,,,,3.18,0.45,,,473,,,,2.53,,,,200,,,,36.9,,90,,,,,,,,120,,,,,,,,-26.4933,-13.755,-3700,SPREADING_CENTER;MID-ATLANTIC RIDGE,CON2802-027,RC2802,dredge,"basalt, basalt; tholeiite(ref-44);, ",fresh,"Niu,1994(334)",INAA(498); XRF(497)
WASPLUM-5-066-001,glass,50.5,0.99,15.53,8.24,,,,0.19,9,12.25,2.38,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,0.702679,,,,,,,-31.788,-13.377,-3190,SPREADING_CENTER;MID-ATLANTIC RIDGE,WASPLUM-5-066,PLUME,dredge,"basalt, basalt, ",fresh,"Michael,1994(102); Michael,1998(808); Roy-barman,1998(672)",EMP(1230); EMP(640); MS(1545)
AII0107-7-025-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,,,,,,,,,,,,,,,,,,,,,,,,,-31.833,-13.578,-2365,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-025,AII107,dredge,"basalt, basalt, ",,"Michael,1998(808)",EMP(1230)
AII0107-7-025-001,whole rock,51.16,1.64,16.14,6.31,2.9,8.92,,0.16,7.1,12.14,2.73,0.4,0.14,6,15.5,,12,4.26,1.6,6.2,1.1,,,,0.69,3.44,0.46,63,46,268,,73,,,,,7.4,115,,6.9,,,,145,,,,,297,40,80,122,,,18.272,15.507,38.013,,,-31.833,-13.578,-2365,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-025,AII107,dredge,"basalt, basalt, ",,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-025-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70287,0.513046,,,,,,-31.833,-13.578,-2365,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-025,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415)",MS(285)
AII0107-7-025-002,whole rock,50.31,1.34,17.42,5.82,3.19,8.69,,0.16,7.03,12.09,2.48,0.33,0.13,4.54,15,,10.9,3.65,1.38,,0.81,5.3,,,0.55,3.25,0.42,39,38,258,,61,,,,,6.6,104,,7.8,,,,148,,,,,257,33,67,105,,,18.324,15.548,38.124,,,-31.833,-13.578,-2365,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-025,AII107,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-018-028,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703068,0.512998,,,,,,-34.553,-15.147,-2464 to -2924,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-018,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415)",MS(285)
AII0107-7-018-028,whole rock,50.14,1.25,17.28,7.11,2.14,9.04,,0.16,7.69,11.91,2.47,0.07,0.11,2.59,9.3,,9.1,3.51,1.24,4.8,0.78,5.6,,,0.57,3.36,0.43,,43,271,,65,,,,,2.3,123,,2.2,,,,117,,,,,243,34,68,91,,,18.122,15.493,38.091,,,-34.553,-15.147,-2464 to -2924,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-018,AII107,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-017-071,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703147,0.51301,18.315,15.54,38.268,,,-35.278,-15.735,-3135 to -3638,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-017,AII107,dredge,"basalt, basalt, ",,"Fontignie,1996(415); Hanan,1986(221)",MS(271); MS(285)
AII0107-7-017-071,whole rock,50.86,1.61,15.73,6.89,3.01,9.6,,0.18,7.59,11.07,2.71,0.29,0.19,7.33,21.8,,15.7,5.34,1.82,,1.07,7.2,,,0.72,4.4,0.6,77,41,249,,61,,,,,8.1,123,,6.6,,,,143,,,,,288,41,80,129,,,,,,,,-35.278,-15.735,-3135 to -3638,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-017,AII107,dredge,"basalt, basalt, ",,"Humphris,1985(91)",CALC(439); INAA(438); TITR(435); XRF(434)
AII0107-7-015-003,glass,51.47,1.68,15.06,,,9.75,,,7.02,11.09,2.86,0.29,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703445,0.512952,18.245,15.539,38.235,,,-36.558,-17.587,-2434 to -2683,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-015,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415); Hanan,1986(221); Melson,(1086)",EMP(3262); MS(271); MS(285)
AII0107-7-015-003,whole rock,51.18,1.69,16.01,6.22,3.53,9.4,,0.16,6.9,11.49,2.74,0.43,0.15,6.92,17.8,,13.6,4.64,1.55,6,0.88,,,,0.67,3.46,0.46,86,44,225,,70,,,,,8.6,132,,10.3,,,,155,,,,,302,39,82,121,,,,,,,,-36.558,-17.587,-2434 to -2683,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-015,AII107,dredge,"basalt, basalt, ",fresh,"Humphris,1985(91)",CALC(439); INAA(438); TITR(435); XRF(434)
AII0107-7-014-077,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.704096,0.512851,,,,,,-37.187,-17.515,-2224 to -2454,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-014,AII107,dredge,"basalt, basalt, ",fresh,"Fontignie,1996(415)",MS(285)
AII0107-7-014-077,whole rock,50.47,1.26,16.02,6.82,2.21,8.81,,0.16,8.13,12.14,2.43,0.29,0.14,6.5,15.6,,10.1,3.17,1.34,4.9,0.98,,,,0.55,2.49,0.39,81,43,338,,68,,,,,7.9,116,,7.3,,,,155,,,,,255,30,67,96,,,18.318,15.544,38.435,,,-37.187,-17.515,-2224 to -2454,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-014,AII107,dredge,"basalt, basalt, ",fresh,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-013-001,glass,50.48,1.42,15.58,,,9.5,,,7.99,11.74,2.58,0.09,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702937,0.513036,,,,,,-37.833,-17.142,-1885 to -2723,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-013,AII107,dredge,"basalt, basalt, ",,"Fontignie,1996(415); Melson,(1086)",EMP(3262); MS(285)
AII0107-7-013-001,whole rock,50.08,1.27,17.8,6.4,2.44,8.6,,0.16,7.06,12.45,2.2,0.07,0.1,3.23,9.5,,8.6,3.57,1.24,4.7,0.79,,,,0.47,3.06,0.4,29,39,281,,62,,,,,2.8,102,,3.9,,,,117,,,,,254,33,71,90,,,18.12,15.486,37.961,,,-37.833,-17.142,-1885 to -2723,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-013,AII107,dredge,"basalt, basalt, ",,"Hanan,1986(221); Humphris,1985(91)",CALC(439); INAA(438); MS(271); TITR(435); XRF(434)
AII0107-7-010-001,glass,50.59,1.49,15.71,,,9.81,,,7.81,11.48,2.62,0.13,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703162,0.513037,18.172,15.535,38.215,,,-38.882,-16.24,-1954 to -2384,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-010,AII107,dredge,"basalt, basalt, ",,"Fontignie,1996(415); Hanan,1986(221); Melson,(1086)",EMP(3262); MS(271); MS(285)
AII0107-7-010-001,whole rock,50.32,1.5,15.29,8.08,2.3,10.15,,0.18,8.73,11.46,2.16,0.14,0.14,4.89,13.8,,11.3,3.89,1.4,6.3,0.86,,,,0.59,3.69,0.48,,46,315,,74,,,,,4.2,161,,3.4,,,,123,,,,,316,39,82,109,,,,,,,,-38.882,-16.24,-1954 to -2384,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-010,AII107,dredge,"basalt, basalt, ",,"Humphris,1985(91)",CALC(439); INAA(438); TITR(435); XRF(434)
AII0107-7-007-010,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702927,0.513041,18.164,15.5,37.977,,,-40.438,-16.75,-2597 to -2627,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-007,AII107,dredge,"basalt, basalt, ",,"Fontignie,1996(415); Hanan,1986(221)",MS(271); MS(285)
AII0107-7-007-010,whole rock,50.5,1.37,15.16,8,2.22,10.04,,0.18,8.9,11.48,2.35,0.1,0.15,3.52,10.6,,9.1,3.62,1.38,5.8,0.98,,,,0.55,3.56,0.55,,48,355,,75,,,,,2.8,182,,2.1,,,,98,,,,,296,37,81,96,,,,,,,,-40.438,-16.75,-2597 to -2627,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0107-7-007,AII107,dredge,"basalt, basalt, ",,"Humphris,1985(91)",CALC(439); INAA(438); TITR(435); XRF(434)
