sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,W,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
SON0048-G051,GL ,50.2,1.1,14.72,7.98,2.78,,,0.19,7.61,12.3,2.24,0.04,0.07,,,,,,,,,,,,,,,15,,,165,,114,,,,,,,72,,,,,75,,,,,323,,34,83,60,,,,,,,-18.7733,-176.5295,-2276 to -2283,BACK-ARC_BASIN;LAU BASIN,SON0048-G051,SO048,tv-controlled grab,"basalt; basalt; , moderately plag-phyric (10% intergrown plag-gc); sparsely vesicular",fresh,"Sunkel,1990(638)",TITR(2561); XRF(2560)
SON0048-G054-001,WR,52.4,0.7,15.77,6.87,1.33,,,0.16,7.78,12.5,1.79,0.2,0.08,,,,,,,,,,,,,,,44,,,216,,90,,,,,,,69,,,,,116,,,,,258,,21,70,36,,,,,,,-21.4557,-176.3682,-1749 to -2181,BACK-ARC_BASIN;LAU BASIN,SON0048-G054,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Sunkel,1990(638)",TITR(2561); XRF(2560)
SON0048-127,WR,51.9,0.75,15.86,6.83,2.96,,,0.19,6.8,10.55,1.81,0.37,0.12,,,,,,,,,,,,,,,80,,,140,,81,,,,,,,66,,,,,181,,,,,282,,21,83,33,,,,,,,-22.66,-176.7275,-1806 to -1870,BACK-ARC_BASIN;LAU BASIN,SON0048-127,SO048,dredge,"basalt; basalt; , moderately phyric, highly vesicular",fresh,"Sunkel,1990(638)",TITR(2561); XRF(2560)
SON0048-114,GL,51.1,0.6,15.05,7.69,1.69,,,0.19,7.1,12.3,1.35,0.28,0.08,,,,,,,,,,,,,,,67,,,42,,132,,,,,,,41,,4,,,166,,,,,291,,19,79,22,,,,,,,-22.1882,-176.5445,-1500,BACK-ARC_BASIN;LAU BASIN,SON0048-114,SO048,dredge,"basalt; basalt; , ",fresh,"Sunkel,1990(638)",TITR(2561); XRF(2560)
SON0048-G053-001,WR,53.6,1.21,15.36,8.28,1.9,,,0.18,5.16,9.3,2.85,0.38,0.16,,,,,,,,,,,,,,,69,,,75,,60,,,,,,,33,,,,,167,,,,,328,,35,87,74,,,,,,,-21.4607,-176.3738,-1746 to -1947,BACK-ARC_BASIN;LAU BASIN,SON0048-G053,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Sunkel,1990(638)",TITR(2561); XRF(2560)
WAS7TOW-095-001,GL,,,,,,,,,,,,,,,,,3.9,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51305,,,,,-16.393,-177.472,-999 to -1322,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-095,7-TOW,dredge,"basalt; basalt; tholeiite(ref-381;382;383);; ol-tholeiite(ref-383); low-al tholeiite(ref-385);, ",fresh,"Carlson,1980(746)",MS(2606); MS-ID(2605)
WAS7TOW-106-001,GL,,,,,,,,,,,,,,,,,11.51,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513096,,,,,-15.165,-176.628,-1250 to -1400,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-106,7-TOW,dredge,"basalt; basalt; tholeiite(ref-382;383);; ol-tholeiite(ref-382); high-al tholeiite(ref-385);, ol-chromite-plag phyric",fresh,"Carlson,1980(746)",MS(2606); MS-ID(2605)
WEADECP-138-002,WR,51.89,1.49,16.2,,,,9.46,0.18,6.11,10.07,4.07,0.28,0.21,8,21,,,,,,,,,,,,,88,,,141,,,16,,,,,2,35,4,3,,,340,,2,,,,,26,76,144,,,,,,,-62.95,-60.63,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEADECP-138,UNKNOWN,outcrop,"basalt; basalt; , pc: 3% plag, 1% cpx, 2% ol",,"Weaver,1979(706)",XRF(2621)
WEADECP-103-003,WR,52.33,1.56,16.64,,,,9.33,0.17,5.19,9.97,4.57,0.4,0.26,8,24,,,,,,,,,,,,,102,,,101,,,20,,,,,3,19,5,5,,,427,,3,,,,,27,73,172,,,,,,,-62.95,-60.63,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEADECP-103,UNKNOWN,outcrop,"basalt; basalt; , ",,"Weaver,1979(706)",XRF(2621)
WEAPENG-721-003,WR,49.02,1.08,15.81,,,,9.95,0.18,8.95,10.08,3.95,0.48,0.28,10,20,,,,,,,,,,,,,148,,,494,,,21,,,,,2,159,7,5.2,,,534,,1,,,,,12,69,80,,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-721,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 5% cpx, 15% ol",,"Weaver,1979(706)",XRF(2621)
WEAPENG-808-001,WR,49.3,1.22,16.58,,,,9.62,0.18,7.74,10.03,4.13,0.58,0.32,9,22,,,,,,,,,,,,,146,,,307,,,25,,,,,4,107,7,4.9,,,612,,1,,,,,11,73,85,,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-808,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 10% cpx, 5% ol",,"Weaver,1979(706)",XRF(2621)
WEAPENG-807-002,WR,49.57,1.19,16.64,,,,9.54,0.17,7.79,10.15,4.18,0.6,0.42,10,24,,,,,,,,,,,,,157,,,306,,,29,,,,,4,107,6,5.7,,,615,,1,,,,,13,76,89,,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-807,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 3% plag, 5% cpx, 7% ol",,"Weaver,1979(706)",XRF(2621)
WEAPENG-810-004,WR,49.28,1.26,17.23,,,,9.81,0.18,6.78,9.71,4.3,0.6,0.3,12,23,,,,,,,,,,,,,173,,,192,,,26,,,,,4,78,10,7.3,,,657,,1,,,,,10,77,92,,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-810,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 5% plag, 10% cpx, 7% ol",,"Weaver,1979(706)",XRF(2621)
WEABRID-640-001B,WR,52.88,0.64,17.68,,,,7.43,0.13,6.14,10.3,3.54,0.47,0.06,2,10,,,,,,,,,,,,,70,,,130,,,19,,,,,1,40,5,11,,,332,,2,,,,,10,62,58,,,,,,,-62.1,-57.93,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEABRID-640,UNKNOWN,outcrop,"basalt; basalt; , highly porphyritic; pc: 20% plag, 1% cpx, 7% ol; gm: highly feldspathic, intergranular",,"Weaver,1979(706)",XRF(2621)
WEAPENG-721-003,WR,,,,,,,,,,,,,,,22.6,,13.1,3.04,1.06,3.06,,2.84,,1.59,,1.49,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70387,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-721,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 5% cpx, 15% ol",,"Weaver,1979(706)",MS(2623); MS-ID(2622)
WEAPENG-808-001,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70386,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-808,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 10% cpx, 5% ol",,"Weaver,1979(706)",MS(2623)
WEAPENG-810-004,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70386,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-810,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 5% plag, 10% cpx, 7% ol",,"Weaver,1979(706)",MS(2623)
WEAPENG-807-002,WR,,,,,,,,,,,,,,,26.6,,15.6,3.51,1.25,3.45,,3.18,,1.79,,1.65,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70396,,,,,,-62.05,-56.75,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEAPENG-807,UNKNOWN,outcrop,"basalt; basalt; ol-basalt, porphyritic; pc: 3% plag, 5% cpx, 7% ol",,"Weaver,1979(706)",MS(2623); MS-ID(2622)
WEABRID-640-001B,WR,,,,,,,,,,,,,,,7.92,,5.47,1.56,0.65,1.9,,2.02,,1.25,,1.15,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70349,,,,,,-62.1,-57.93,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEABRID-640,UNKNOWN,outcrop,"basalt; basalt; , highly porphyritic; pc: 20% plag, 1% cpx, 7% ol; gm: highly feldspathic, intergranular",,"Weaver,1979(706)",MS(2623); MS-ID(2622)
WEADECP-138-002,WR,,,,,,,,,,,,,,,21.9,,14.4,3.94,1.46,4.83,,4.92,,3.21,,2.99,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70336,,,,,,-62.95,-60.63,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEADECP-138,UNKNOWN,outcrop,"basalt; basalt; , pc: 3% plag, 1% cpx, 2% ol",,"Weaver,1979(706)",MS(2623); MS-ID(2622)
WEADECP-103-003,WR,,,,,,,,,,,,,,,24.1,,16.3,4.26,1.5,4.88,,5.05,,3.06,,2.78,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70346,,,,,,-62.95,-60.63,,BACK-ARC_BASIN;BRANSFIELD STRAIT,WEADECP-103,UNKNOWN,outcrop,"basalt; basalt; , ",,"Weaver,1979(706)",MS(2623); MS-ID(2622)
ODP0124-0768C-074R-001/23-28,WR,48.3,0.84,15.65,,,,9.16,0.21,13.21,9.74,1.63,0.45,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0007,121.2197,-4384.4,BACK-ARC_BASIN;SULU SEA,ODP0124-0768C,ODP,drill,"basalt; basalt; picritic basalt, ",,"Spadea,1991(559)",XRF(2627)
ODP0124-0768C-077R-001/65-68,WR,49.22,1.04,17.04,,,,10.29,0.17,9.85,8.04,2.23,0.98,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0007,121.2197,-4384.4,BACK-ARC_BASIN;SULU SEA,ODP0124-0768C,ODP,drill,"basalt; basalt; , ",,"Spadea,1991(559)",XRF(2626)
ODP0124-0768C-097R-003/55-59,WR,51,0.95,17.04,,,,8.46,0.16,6.82,9.75,4.73,0.34,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0007,121.2197,-4384.4,BACK-ARC_BASIN;SULU SEA,ODP0124-0768C,ODP,drill,"basalt; basalt; , aphyric, intergranular; gm: 30% plag, 40% cpx, 5% opaq, 5% ol (replaced), 20% gl (replaced); sec: carb, serp, zeol, clay, smt (45%); 20% vesicles",moderately altered,"Spadea,1991(559)",XRF(2627)
ODP0124-0771A-011R-003/13-16,WR,49.1,0.65,15.25,,,,10.47,0.24,9.2,12.77,1.75,0.24,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6782,120.6797,-2858.7,BACK-ARC_BASIN;SULU SEA,ODP0124-0771A,ODP,drill,"basalt; basalt; tholeiitic basalt, ",,"Spadea,1991(559)",XRF(2627)
ODP0124-0771A-018R-007/142-144,WR,51,0.78,19.3,,,,9.5,0.18,4.92,10.58,2.63,0.67,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6782,120.6797,-2858.7,BACK-ARC_BASIN;SULU SEA,ODP0124-0771A,ODP,drill,"basalt; basalt; tholeiitic basalt, highly phyric, intersertal; pc+mc: 30% plag, 6% cpx, 6% ol (replaced); gm: 10% plag, 5% cpx, 3% opaq, 40% gl, (58%); sec: id, smt, cha, zeol (9%); 3% vesicles",slightly altered,"Spadea,1991(559)",XRF(2627)
ODP0124-0771A-018R-008/21-23,WR,49.2,1.09,17.9,,,,12.27,0.25,4.15,10.77,2.47,0.92,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6782,120.6797,-2858.7,BACK-ARC_BASIN;SULU SEA,ODP0124-0771A,ODP,drill,"basalt; basalt; tholeiitic basalt, highly phyric, hyalopilitic; pc+mc: 15% plag, 2% cpx, 4% ol (replaced), 1% opaq; gm: 30% plag, 10% cpx, 10% ol (replaced), 4% opaq, 24% gl (replaced), (78%); sec: id, smt (43%); 5% vesicles",extensively altered,"Spadea,1991(559)",XRF(2627)
ODP0124-0768C-074R-001/23-28,WR,,,,,,,,,,,,,,3.85,8.99,1.5,6.76,2.31,0.84,2.7,0.4,2.63,0.54,1.54,0.23,1.27,0.18,18.4,0.29,,470,0.1,,,1.31,,28.6,,1.35,280,0.86,5,34.9,,158,,0.38,,0.12,268,,15.5,,48,0.7034,,,,,,8.0007,121.2197,-4384.4,BACK-ARC_BASIN;SULU SEA,ODP0124-0768C,ODP,drill,"basalt; basalt; picritic basalt, ",,"Spadea,1991(559)",ICPAE(2628); ICPMS(2629); MS(2631); MS(2632)
ODP0124-0768C-077R-001/65-68,WR,,,,,,,,,,,,,,4.39,10.3,1.6,7.17,2.54,0.99,3.13,0.62,4.2,0.94,2.34,0.42,2.26,0.36,19,0.52,,478,0.19,,,1.7,,9.07,,3,234,1.98,15,35,,134,,0.3,,0.25,315,,26.5,,63,0.7032,,,,,,8.0007,121.2197,-4384.4,BACK-ARC_BASIN;SULU SEA,ODP0124-0768C,ODP,drill,"basalt; basalt; , ",,"Spadea,1991(559)",ICPAE(2628); ICPMS(2629); MS(2632)
ODP0124-0768C-097R-003/55-59,WR,,,,,,,,,,,,,,2.92,8.12,1.33,6.58,2.34,0.83,2.93,0.52,3.53,0.76,2.24,0.33,1.95,0.34,8,0.52,,251,0.59,,,1.58,,8.46,,3,98,0.61,6,35.5,,111,,0.25,,0.11,278,,23.2,,58,0.70441,,,,,,8.0007,121.2197,-4384.4,BACK-ARC_BASIN;SULU SEA,ODP0124-0768C,ODP,drill,"basalt; basalt; , aphyric, intergranular; gm: 30% plag, 40% cpx, 5% opaq, 5% ol (replaced), 20% gl (replaced); sec: carb, serp, zeol, clay, smt (45%); 20% vesicles",moderately altered,"Spadea,1991(559)",ICPAE(2628); ICPMS(2629); MS(2631); MS(2632)
ODP0124-0771A-011R-003/13-16,WR,,,,,,,,,,,,,,4.09,8.45,1.3,6.41,2.35,0.8,2.4,0.37,2.4,0.49,1.44,0.21,1.33,0.3,52.1,0.06,,227,0.02,,,0.98,,26.7,,2,51,1.52,2,46,,250,,0.57,,0.13,248,,15.7,,28,0.70333,,,,,,8.6782,120.6797,-2858.7,BACK-ARC_BASIN;SULU SEA,ODP0124-0771A,ODP,drill,"basalt; basalt; tholeiitic basalt, ",,"Spadea,1991(559)",ICPAE(2628); ICPMS(2629); MS(2631); MS(2632)
ODP0124-0771A-018R-007/142-144,WR,,,,,,,,,,,,,,12.2,25.4,3.72,15.5,4.02,1.31,3.7,0.61,3.77,0.78,1.98,0.35,1.98,0.31,132,0.88,,34,0.54,,,1.73,,6.15,,4,16,3.86,20,28,,540,,2.18,,0.51,223,,24.2,,67,0.7032,0.51286,,,,,8.6782,120.6797,-2858.7,BACK-ARC_BASIN;SULU SEA,ODP0124-0771A,ODP,drill,"basalt; basalt; tholeiitic basalt, highly phyric, intersertal; pc+mc: 30% plag, 6% cpx, 6% ol (replaced); gm: 10% plag, 5% cpx, 3% opaq, 40% gl, (58%); sec: id, smt, cha, zeol (9%); 3% vesicles",slightly altered,"Spadea,1991(559)",ICPAE(2628); ICPMS(2629); MS(2631); MS(2632)
ODP0124-0771A-018R-008/21-23,WR,,,,,,,,,,,,,,14.8,,,19.1,4.99,1.52,4.65,,4.12,,2.39,,2.34,0.35,131,,,13,,,,,,,,4,10,,18,34,,435,,,,,350,,29,,73,0.70321,0.51283,,,,,8.6782,120.6797,-2858.7,BACK-ARC_BASIN;SULU SEA,ODP0124-0771A,ODP,drill,"basalt; basalt; tholeiitic basalt, highly phyric, hyalopilitic; pc+mc: 15% plag, 2% cpx, 4% ol (replaced), 1% opaq; gm: 30% plag, 10% cpx, 10% ol (replaced), 4% opaq, 24% gl (replaced), (78%); sec: id, smt (43%); 5% vesicles",extensively altered,"Spadea,1991(559)",ICPAE(2628); MS(2631); MS(2632)
